,B,Epithelial,Macrophages,Mast,NK,Plasma,T,mDC,pDC
MR1,0.0,0.23076923076923078,0.6176176176176176,0.0,0.08064516129032258,0.0,0.12806539509536785,0.20388349514563106,0.0
LSP1,0.1111111111111111,0.3076923076923077,0.8133133133133134,0.0,0.5161290322580645,0.5,0.5504087193460491,0.9320388349514563,1.0
VAV1,0.0,0.07692307692307693,0.3733733733733734,0.16666666666666666,0.08064516129032258,0.0,0.10899182561307902,0.1262135922330097,0.16666666666666666
ZNF879,0.0,0.0,0.03853853853853854,0.0,0.016129032258064516,0.0,0.013623978201634877,0.02912621359223301,0.16666666666666666
MOB3B,0.1111111111111111,0.15384615384615385,0.4894894894894895,0.0,0.0,0.0,0.021798365122615803,0.5631067961165048,0.0
PFKL,0.2222222222222222,0.23076923076923078,0.6751751751751752,0.16666666666666666,0.03225806451612903,0.0,0.16076294277929154,0.34951456310679613,0.3333333333333333
TAGAP,0.3333333333333333,0.07692307692307693,0.17617617617617617,0.0,0.08064516129032258,0.0,0.14713896457765668,0.30097087378640774,0.16666666666666666
PIGV,0.0,0.0,0.10260260260260261,0.0,0.0,0.0,0.021798365122615803,0.02912621359223301,0.0
HAUS1,0.0,0.0,0.23573573573573572,0.0,0.06451612903225806,0.0,0.07629427792915532,0.14563106796116504,0.0
CAP1,0.2222222222222222,0.5384615384615384,0.9319319319319319,0.8333333333333334,0.4032258064516129,0.5,0.5340599455040872,0.9320388349514563,0.6666666666666666
PFKFB4,0.0,0.0,0.07707707707707707,0.0,0.0,0.0,0.005449591280653951,0.019417475728155338,0.0
LRSAM1,0.0,0.07692307692307693,0.11561561561561562,0.0,0.016129032258064516,0.0,0.02452316076294278,0.038834951456310676,0.0
RANBP1,0.1111111111111111,0.15384615384615385,0.6626626626626627,0.3333333333333333,0.3548387096774194,0.5,0.27520435967302453,0.49514563106796117,0.16666666666666666
APTX,0.0,0.0,0.21921921921921922,0.0,0.08064516129032258,0.0,0.0681198910081744,0.11650485436893204,0.0
UNC45A,0.0,0.15384615384615385,0.2577577577577578,0.0,0.0967741935483871,0.0,0.05722070844686648,0.08737864077669903,0.3333333333333333
ARL6,0.0,0.0,0.04254254254254254,0.0,0.0,0.0,0.010899182561307902,0.019417475728155338,0.0
HNRNPUL1,0.1111111111111111,0.23076923076923078,0.5265265265265265,0.3333333333333333,0.11290322580645161,0.0,0.2615803814713896,0.42718446601941745,0.6666666666666666
CDC73,0.2222222222222222,0.07692307692307693,0.34734734734734735,0.0,0.0967741935483871,0.0,0.08991825613079019,0.24271844660194175,0.16666666666666666
ACAD9,0.0,0.15384615384615385,0.11811811811811812,0.0,0.0,0.0,0.0326975476839237,0.05825242718446602,0.0
STT3B,0.1111111111111111,0.23076923076923078,0.7062062062062062,0.5,0.24193548387096775,0.5,0.2125340599455041,0.4077669902912621,0.16666666666666666
CAPRIN2,0.0,0.07692307692307693,0.11861861861861862,0.16666666666666666,0.06451612903225806,0.0,0.04087193460490463,0.04854368932038835,0.0
MPV17L2,0.2222222222222222,0.15384615384615385,0.1031031031031031,0.0,0.016129032258064516,0.5,0.013623978201634877,0.05825242718446602,0.0
SZRD1,0.0,0.07692307692307693,0.37787787787787785,0.0,0.08064516129032258,0.0,0.15258855585831063,0.18446601941747573,0.5
YEATS4,0.0,0.07692307692307693,0.24024024024024024,0.0,0.016129032258064516,0.0,0.07901907356948229,0.18446601941747573,0.0
PHF14,0.1111111111111111,0.07692307692307693,0.3083083083083083,0.16666666666666666,0.0967741935483871,0.0,0.16621253405994552,0.2815533980582524,0.0
CRACR2A,0.1111111111111111,0.0,0.023523523523523524,0.0,0.03225806451612903,0.0,0.08446866485013624,0.009708737864077669,0.0
TEX264,0.3333333333333333,0.23076923076923078,0.506006006006006,0.3333333333333333,0.08064516129032258,0.0,0.17166212534059946,0.3786407766990291,0.16666666666666666
SIGIRR,0.2222222222222222,0.15384615384615385,0.23673673673673673,0.16666666666666666,0.27419354838709675,0.0,0.27520435967302453,0.23300970873786409,0.16666666666666666
SMIM25,0.0,0.23076923076923078,0.9294294294294294,0.0,0.04838709677419355,0.0,0.09536784741144415,0.10679611650485436,0.16666666666666666
SOBP,0.1111111111111111,0.07692307692307693,0.15215215215215216,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
ZC3H13,0.1111111111111111,0.23076923076923078,0.6056056056056056,0.3333333333333333,0.1935483870967742,0.0,0.21798365122615804,0.47572815533980584,0.5
TTYH3,0.0,0.0,0.22772772772772773,0.0,0.016129032258064516,0.0,0.0326975476839237,0.1262135922330097,0.16666666666666666
RHPN1,0.0,0.0,0.014514514514514515,0.0,0.03225806451612903,0.0,0.027247956403269755,0.019417475728155338,0.16666666666666666
CCDC88C,0.0,0.0,0.018518518518518517,0.0,0.04838709677419355,0.0,0.1444141689373297,0.009708737864077669,0.16666666666666666
CRCP,0.0,0.07692307692307693,0.2037037037037037,0.16666666666666666,0.08064516129032258,0.0,0.08719346049046321,0.18446601941747573,0.0
KLHL29,0.0,0.07692307692307693,0.1041041041041041,0.0,0.0,0.0,0.005449591280653951,0.0,0.0
SAFB,0.0,0.15384615384615385,0.24674674674674674,0.3333333333333333,0.08064516129032258,0.0,0.09264305177111716,0.21359223300970873,0.16666666666666666
NEU1,0.1111111111111111,0.15384615384615385,0.515015015015015,0.16666666666666666,0.0,0.0,0.05994550408719346,0.18446601941747573,0.0
MGME1,0.0,0.07692307692307693,0.19119119119119118,0.0,0.06451612903225806,0.5,0.03814713896457766,0.0970873786407767,0.16666666666666666
FOXJ3,0.0,0.3076923076923077,0.25475475475475473,0.16666666666666666,0.11290322580645161,0.0,0.0653950953678474,0.13592233009708737,0.3333333333333333
NUDT12,0.0,0.0,0.1946946946946947,0.0,0.0,0.0,0.010899182561307902,0.02912621359223301,0.0
SNX19,0.2222222222222222,0.07692307692307693,0.22672672672672672,0.0,0.016129032258064516,0.0,0.04087193460490463,0.08737864077669903,0.0
MBTD1,0.0,0.0,0.22372372372372373,0.16666666666666666,0.016129032258064516,0.0,0.05722070844686648,0.20388349514563106,0.16666666666666666
ZNF136,0.0,0.0,0.16816816816816818,0.16666666666666666,0.0,0.0,0.05449591280653951,0.1553398058252427,0.0
MOSPD2,0.0,0.07692307692307693,0.6341341341341341,0.0,0.03225806451612903,0.0,0.07629427792915532,0.1650485436893204,0.0
ZNF808,0.0,0.0,0.08308308308308308,0.0,0.03225806451612903,0.5,0.035422343324250684,0.08737864077669903,0.16666666666666666
AC036176.1,0.0,0.0,0.01701701701701702,0.0,0.016129032258064516,0.0,0.010899182561307902,0.019417475728155338,0.0
DLST,0.0,0.07692307692307693,0.16516516516516516,0.0,0.08064516129032258,0.0,0.07629427792915532,0.11650485436893204,0.3333333333333333
PPP4R3A,0.1111111111111111,0.3076923076923077,0.52002002002002,0.3333333333333333,0.14516129032258066,0.0,0.2615803814713896,0.4563106796116505,0.0
AC245297.3,0.3333333333333333,0.3076923076923077,0.491991991991992,0.16666666666666666,0.3225806451612903,0.0,0.3651226158038147,0.17475728155339806,0.0
UTP3,0.0,0.07692307692307693,0.3353353353353353,0.0,0.06451612903225806,0.0,0.04904632152588556,0.17475728155339806,0.0
FBXW4,0.0,0.07692307692307693,0.1991991991991992,0.16666666666666666,0.0967741935483871,0.0,0.09809264305177112,0.07766990291262135,0.0
NHLRC2,0.2222222222222222,0.15384615384615385,0.24274274274274274,0.0,0.0967741935483871,0.0,0.08991825613079019,0.3106796116504854,0.0
FAM19A2,0.0,0.0,0.028528528528528527,0.0,0.0,0.0,0.0,0.0,0.0
MPG,0.0,0.0,0.4294294294294294,0.6666666666666666,0.0967741935483871,0.0,0.11989100817438691,0.32038834951456313,0.0
ADA2,0.1111111111111111,0.23076923076923078,0.8938938938938938,0.0,0.0967741935483871,0.0,0.13896457765667575,0.7281553398058253,0.5
GRAP2,0.0,0.07692307692307693,0.0035035035035035035,0.6666666666666666,0.12903225806451613,0.0,0.1989100817438692,0.0,0.0
FAM69A,0.0,0.0,0.012512512512512513,0.0,0.0,0.0,0.01634877384196185,0.0,0.0
GNG10,0.0,0.07692307692307693,0.2947947947947948,0.0,0.016129032258064516,0.0,0.027247956403269755,0.0970873786407767,0.0
IFIH1,0.0,0.23076923076923078,0.3328328328328328,0.16666666666666666,0.06451612903225806,0.0,0.0681198910081744,0.2815533980582524,0.0
AUH,0.1111111111111111,0.07692307692307693,0.08558558558558559,0.0,0.016129032258064516,0.0,0.01907356948228883,0.05825242718446602,0.0
SNAI3,0.0,0.0,0.15615615615615616,0.0,0.04838709677419355,0.0,0.03814713896457766,0.22330097087378642,0.0
NAA50,0.2222222222222222,0.46153846153846156,0.487987987987988,0.0,0.06451612903225806,0.0,0.1362397820163488,0.18446601941747573,0.5
MAMLD1,0.0,0.0,0.004004004004004004,0.0,0.016129032258064516,0.0,0.005449591280653951,0.009708737864077669,0.0
SFXN2,0.0,0.0,0.022022022022022022,0.0,0.016129032258064516,0.0,0.01634877384196185,0.0,0.0
USP48,0.0,0.15384615384615385,0.30680680680680683,0.3333333333333333,0.11290322580645161,0.5,0.1335149863760218,0.18446601941747573,0.6666666666666666
TFEC,0.0,0.23076923076923078,0.7412412412412412,0.0,0.0,0.0,0.0653950953678474,0.3106796116504854,0.0
DCTN6,0.0,0.15384615384615385,0.6141141141141141,0.0,0.016129032258064516,0.0,0.09264305177111716,0.30097087378640774,0.3333333333333333
NENF,0.3333333333333333,0.23076923076923078,0.7482482482482482,0.0,0.16129032258064516,0.5,0.21798365122615804,0.49514563106796117,0.5
ATP5MC3,0.4444444444444444,0.38461538461538464,0.9269269269269269,0.0,0.25806451612903225,0.5,0.35967302452316074,0.6990291262135923,0.5
FAM86C1,0.0,0.15384615384615385,0.03653653653653654,0.0,0.0,0.0,0.010899182561307902,0.038834951456310676,0.0
COL8A2,0.0,0.0,0.3758758758758759,0.0,0.0,0.0,0.01907356948228883,0.1650485436893204,0.0
PAGR1,0.1111111111111111,0.0,0.08458458458458458,0.0,0.0,0.5,0.027247956403269755,0.04854368932038835,0.0
PAN2,0.0,0.07692307692307693,0.12862862862862862,0.0,0.0,0.0,0.02452316076294278,0.04854368932038835,0.0
MATK,0.0,0.0,0.04504504504504504,0.0,0.5483870967741935,0.0,0.19346049046321526,0.02912621359223301,0.0
POC1A,0.0,0.0,0.02252252252252252,0.0,0.016129032258064516,0.0,0.027247956403269755,0.05825242718446602,0.0
HLA-A,0.7777777777777778,0.8461538461538461,0.980980980980981,0.8333333333333334,0.9838709677419355,0.5,0.997275204359673,0.9805825242718447,0.8333333333333334
EMC6,0.0,0.38461538461538464,0.44294294294294295,0.0,0.11290322580645161,0.5,0.1335149863760218,0.27184466019417475,0.3333333333333333
SPOP,0.2222222222222222,0.07692307692307693,0.43543543543543545,0.0,0.0967741935483871,0.5,0.16076294277929154,0.46601941747572817,0.3333333333333333
APPL2,0.0,0.07692307692307693,0.13013013013013014,0.0,0.04838709677419355,0.0,0.0653950953678474,0.14563106796116504,0.0
AAK1,0.0,0.38461538461538464,0.7242242242242243,0.3333333333333333,0.45161290322580644,0.0,0.47956403269754766,0.42718446601941745,0.16666666666666666
ACBD3,0.1111111111111111,0.3076923076923077,0.45645645645645644,0.16666666666666666,0.11290322580645161,0.0,0.09809264305177112,0.2815533980582524,0.0
ARRDC1-AS1,0.0,0.23076923076923078,0.10510510510510511,0.16666666666666666,0.04838709677419355,0.0,0.06267029972752043,0.08737864077669903,0.16666666666666666
FAM210A,0.0,0.0,0.17317317317317318,0.0,0.016129032258064516,0.0,0.043596730245231606,0.1262135922330097,0.0
CCL28,0.0,0.07692307692307693,0.0075075075075075074,0.16666666666666666,0.016129032258064516,0.0,0.0326975476839237,0.0,0.0
COG3,0.0,0.15384615384615385,0.16966966966966968,0.0,0.016129032258064516,0.0,0.06267029972752043,0.08737864077669903,0.0
CTSS,0.5555555555555556,0.5384615384615384,0.970970970970971,0.3333333333333333,0.3225806451612903,1.0,0.3678474114441417,0.941747572815534,1.0
EMC3,0.1111111111111111,0.23076923076923078,0.6811811811811812,0.3333333333333333,0.0967741935483871,0.5,0.16621253405994552,0.2912621359223301,0.16666666666666666
CTR9,0.0,0.23076923076923078,0.3633633633633634,0.0,0.08064516129032258,0.0,0.1444141689373297,0.21359223300970873,0.3333333333333333
HRAS,0.1111111111111111,0.0,0.24524524524524524,0.16666666666666666,0.08064516129032258,0.5,0.10899182561307902,0.10679611650485436,0.16666666666666666
CD163L1,0.0,0.0,0.07657657657657657,0.0,0.0,0.0,0.0027247956403269754,0.038834951456310676,0.0
REV1,0.3333333333333333,0.15384615384615385,0.22972972972972974,0.0,0.04838709677419355,0.0,0.08446866485013624,0.14563106796116504,0.16666666666666666
CPQ,0.0,0.07692307692307693,0.33883883883883886,0.16666666666666666,0.04838709677419355,0.0,0.04904632152588556,0.20388349514563106,0.16666666666666666
ULK4,0.0,0.0,0.04804804804804805,0.0,0.04838709677419355,0.0,0.04087193460490463,0.019417475728155338,0.0
PROS1,0.0,0.07692307692307693,0.4094094094094094,0.3333333333333333,0.0,0.0,0.01907356948228883,0.009708737864077669,0.0
RBMS2,0.0,0.07692307692307693,0.42592592592592593,0.0,0.016129032258064516,0.0,0.013623978201634877,0.08737864077669903,0.0
RAB30-AS1,0.2222222222222222,0.07692307692307693,0.13513513513513514,0.0,0.12903225806451613,0.5,0.08991825613079019,0.0970873786407767,0.0
TXNRD1,0.0,0.38461538461538464,0.6216216216216216,0.16666666666666666,0.016129032258064516,0.5,0.11171662125340599,0.22330097087378642,0.0
RAB4B,0.0,0.0,0.07207207207207207,0.0,0.03225806451612903,0.0,0.03814713896457766,0.0970873786407767,0.0
NIN,0.1111111111111111,0.07692307692307693,0.44294294294294295,0.16666666666666666,0.06451612903225806,0.0,0.12806539509536785,0.3300970873786408,0.6666666666666666
PHPT1,0.2222222222222222,0.23076923076923078,0.8348348348348348,0.16666666666666666,0.1935483870967742,0.0,0.3106267029972752,0.6796116504854369,0.5
ETNK1,0.1111111111111111,0.38461538461538464,0.6181181181181181,0.3333333333333333,0.20967741935483872,0.0,0.1362397820163488,0.4563106796116505,0.3333333333333333
LRTOMT,0.0,0.0,0.028528528528528527,0.0,0.016129032258064516,0.0,0.005449591280653951,0.0,0.0
RPS6KA5,0.1111111111111111,0.07692307692307693,0.3793793793793794,0.3333333333333333,0.20967741935483872,0.0,0.22615803814713897,0.39805825242718446,0.16666666666666666
ZNF577,0.1111111111111111,0.3076923076923077,0.08558558558558559,0.0,0.0,0.0,0.01634877384196185,0.06796116504854369,0.0
LRRC8C-DT,0.0,0.0,0.05405405405405406,0.0,0.016129032258064516,0.0,0.010899182561307902,0.009708737864077669,0.0
OSGIN2,0.0,0.07692307692307693,0.3818818818818819,0.16666666666666666,0.03225806451612903,0.0,0.04087193460490463,0.14563106796116504,0.0
CLEC1A,0.0,0.0,0.07757757757757758,0.0,0.0,0.0,0.005449591280653951,0.06796116504854369,0.0
PHF13,0.0,0.0,0.06056056056056056,0.16666666666666666,0.016129032258064516,0.0,0.02997275204359673,0.019417475728155338,0.0
DOC2A,0.0,0.07692307692307693,0.024024024024024024,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
APOL4,0.0,0.0,0.26876876876876876,0.0,0.016129032258064516,0.0,0.035422343324250684,0.39805825242718446,0.0
SDHD,0.0,0.23076923076923078,0.7567567567567568,0.16666666666666666,0.11290322580645161,0.5,0.21525885558583105,0.3883495145631068,0.16666666666666666
DNAJB11,0.0,0.07692307692307693,0.35435435435435436,0.0,0.06451612903225806,0.5,0.08991825613079019,0.13592233009708737,0.3333333333333333
SUPT7L,0.0,0.0,0.17267267267267267,0.0,0.016129032258064516,0.0,0.043596730245231606,0.05825242718446602,0.16666666666666666
SLC6A6,0.0,0.15384615384615385,0.7172172172172172,0.16666666666666666,0.12903225806451613,0.0,0.16621253405994552,0.49514563106796117,0.0
TMEM9,0.0,0.0,0.08108108108108109,0.0,0.04838709677419355,0.5,0.05722070844686648,0.05825242718446602,0.16666666666666666
TLDC1,0.0,0.0,0.06606606606606606,0.0,0.03225806451612903,0.0,0.027247956403269755,0.02912621359223301,0.0
MT-CYB,1.0,1.0,0.9694694694694694,1.0,1.0,1.0,0.997275204359673,0.9805825242718447,1.0
TMOD2,0.0,0.0,0.13463463463463463,0.0,0.04838709677419355,0.0,0.01907356948228883,0.05825242718446602,0.0
TRAPPC13,0.0,0.15384615384615385,0.2072072072072072,0.0,0.016129032258064516,0.0,0.0326975476839237,0.1262135922330097,0.0
AC015912.3,0.0,0.07692307692307693,0.08508508508508508,0.0,0.0,0.0,0.0,0.038834951456310676,0.0
CDK6,0.2222222222222222,0.15384615384615385,0.06056056056056056,0.16666666666666666,0.1935483870967742,0.0,0.1553133514986376,0.4174757281553398,0.0
ITGAL,0.4444444444444444,0.23076923076923078,0.6351351351351351,0.16666666666666666,0.1935483870967742,0.5,0.3024523160762943,0.10679611650485436,0.3333333333333333
ZNF606,0.0,0.0,0.06056056056056056,0.0,0.03225806451612903,0.0,0.043596730245231606,0.10679611650485436,0.16666666666666666
AC025159.1,0.1111111111111111,0.0,0.12612612612612611,0.16666666666666666,0.016129032258064516,0.0,0.08174386920980926,0.1553398058252427,0.0
VCPKMT,0.2222222222222222,0.0,0.09309309309309309,0.16666666666666666,0.016129032258064516,0.0,0.043596730245231606,0.02912621359223301,0.16666666666666666
MACF1,0.2222222222222222,0.3076923076923077,0.41041041041041043,0.6666666666666666,0.27419354838709675,0.0,0.33242506811989103,0.34951456310679613,0.8333333333333334
APEX2,0.0,0.0,0.26576576576576577,0.5,0.016129032258064516,0.0,0.03814713896457766,0.08737864077669903,0.0
DUS1L,0.2222222222222222,0.15384615384615385,0.46396396396396394,0.0,0.25806451612903225,1.0,0.1989100817438692,0.27184466019417475,0.3333333333333333
EXOC1,0.1111111111111111,0.23076923076923078,0.44394394394394393,0.3333333333333333,0.06451612903225806,0.0,0.1008174386920981,0.22330097087378642,0.0
ENPP4,0.1111111111111111,0.38461538461538464,0.5585585585585585,0.16666666666666666,0.03225806451612903,0.0,0.07629427792915532,0.038834951456310676,0.0
BBS7,0.0,0.0,0.11161161161161161,0.0,0.0,0.0,0.035422343324250684,0.038834951456310676,0.0
AL356056.2,0.0,0.0,0.007007007007007007,0.0,0.0,0.0,0.0,0.0,0.0
GNPAT,0.0,0.15384615384615385,0.25675675675675674,0.16666666666666666,0.0,0.0,0.0681198910081744,0.11650485436893204,0.0
TTC38,0.1111111111111111,0.07692307692307693,0.0985985985985986,0.16666666666666666,0.016129032258064516,0.0,0.0326975476839237,0.08737864077669903,0.0
RAB24,0.1111111111111111,0.15384615384615385,0.1856856856856857,0.0,0.04838709677419355,0.5,0.04904632152588556,0.08737864077669903,0.0
WDR60,0.1111111111111111,0.0,0.16616616616616617,0.0,0.03225806451612903,0.0,0.0681198910081744,0.10679611650485436,0.0
SLC30A6,0.0,0.15384615384615385,0.16066066066066065,0.16666666666666666,0.03225806451612903,0.0,0.02997275204359673,0.10679611650485436,0.16666666666666666
AQR,0.0,0.07692307692307693,0.2982982982982983,0.3333333333333333,0.06451612903225806,0.0,0.11444141689373297,0.30097087378640774,0.6666666666666666
DGCR2,0.0,0.0,0.1041041041041041,0.16666666666666666,0.0,0.0,0.04087193460490463,0.009708737864077669,0.0
B4GALT7,0.0,0.15384615384615385,0.2852852852852853,0.0,0.03225806451612903,0.0,0.04087193460490463,0.0970873786407767,0.16666666666666666
CREBZF,0.1111111111111111,0.3076923076923077,0.3883883883883884,0.16666666666666666,0.20967741935483872,0.5,0.2452316076294278,0.30097087378640774,0.6666666666666666
HSPA13,0.1111111111111111,0.07692307692307693,0.24374374374374375,0.16666666666666666,0.08064516129032258,0.0,0.07356948228882834,0.17475728155339806,0.16666666666666666
GAPLINC,0.0,0.07692307692307693,0.35785785785785784,0.0,0.0,0.0,0.0326975476839237,0.02912621359223301,0.0
URB2,0.0,0.0,0.04604604604604605,0.0,0.016129032258064516,0.0,0.008174386920980926,0.038834951456310676,0.0
TMEM191C,0.0,0.07692307692307693,0.13513513513513514,0.0,0.016129032258064516,0.0,0.0326975476839237,0.06796116504854369,0.0
ATP2A2,0.0,0.15384615384615385,0.5485485485485485,0.16666666666666666,0.08064516129032258,0.0,0.11171662125340599,0.34951456310679613,0.16666666666666666
RTF2,0.2222222222222222,0.07692307692307693,0.5855855855855856,0.5,0.20967741935483872,0.0,0.22343324250681199,0.4563106796116505,0.3333333333333333
ZNF589,0.0,0.23076923076923078,0.2962962962962963,0.16666666666666666,0.0,0.5,0.04632152588555858,0.11650485436893204,0.16666666666666666
C14ORF119,0.0,0.23076923076923078,0.47847847847847846,0.5,0.04838709677419355,0.0,0.11716621253405994,0.23300970873786409,0.16666666666666666
IL6R,0.0,0.0,0.13663663663663664,0.16666666666666666,0.0,0.0,0.051771117166212535,0.20388349514563106,0.0
TPM1,0.0,0.07692307692307693,0.20270270270270271,0.0,0.04838709677419355,0.0,0.08446866485013624,0.14563106796116504,0.0
AC005332.7,0.0,0.0,0.11161161161161161,0.16666666666666666,0.04838709677419355,0.0,0.04632152588555858,0.0970873786407767,0.0
ZC3HAV1,0.3333333333333333,0.23076923076923078,0.476976976976977,0.16666666666666666,0.24193548387096775,0.5,0.3106267029972752,0.4563106796116505,0.16666666666666666
FXYD6,0.0,0.07692307692307693,0.12762762762762764,0.0,0.0,0.0,0.0027247956403269754,0.009708737864077669,0.0
PRKAB1,0.1111111111111111,0.07692307692307693,0.12112112112112113,0.0,0.04838709677419355,0.5,0.021798365122615803,0.08737864077669903,0.16666666666666666
ZNF408,0.0,0.0,0.052552552552552555,0.0,0.016129032258064516,0.0,0.008174386920980926,0.04854368932038835,0.0
SLC33A1,0.0,0.15384615384615385,0.2807807807807808,0.3333333333333333,0.03225806451612903,0.0,0.10626702997275204,0.2621359223300971,0.16666666666666666
FAM13A-AS1,0.1111111111111111,0.07692307692307693,0.08958958958958958,0.0,0.04838709677419355,0.0,0.02452316076294278,0.1262135922330097,0.0
RIPK2,0.0,0.07692307692307693,0.2247247247247247,0.16666666666666666,0.03225806451612903,0.5,0.013623978201634877,0.1553398058252427,0.0
KRTCAP2,0.3333333333333333,0.15384615384615385,0.7912912912912913,0.3333333333333333,0.3709677419354839,0.5,0.45231607629427795,0.6019417475728155,0.5
SUCO,0.2222222222222222,0.07692307692307693,0.2017017017017017,0.3333333333333333,0.04838709677419355,0.0,0.07901907356948229,0.22330097087378642,0.0
CLIC2,0.0,0.0,0.1066066066066066,0.0,0.0,0.0,0.005449591280653951,0.23300970873786409,0.0
CNTROB,0.0,0.07692307692307693,0.05155155155155155,0.0,0.03225806451612903,0.0,0.035422343324250684,0.009708737864077669,0.0
FKBP5,0.1111111111111111,0.15384615384615385,0.461961961961962,0.0,0.1935483870967742,0.0,0.2724795640326976,0.34951456310679613,0.3333333333333333
MAN2C1,0.0,0.15384615384615385,0.43793793793793795,0.3333333333333333,0.06451612903225806,0.0,0.06267029972752043,0.24271844660194175,0.0
ZNF460,0.0,0.0,0.028528528528528527,0.0,0.016129032258064516,0.0,0.013623978201634877,0.009708737864077669,0.0
VPS13D,0.0,0.07692307692307693,0.2727727727727728,0.0,0.016129032258064516,0.0,0.07901907356948229,0.18446601941747573,0.3333333333333333
ATAD5,0.1111111111111111,0.0,0.09509509509509509,0.16666666666666666,0.016129032258064516,0.0,0.05722070844686648,0.10679611650485436,0.0
TTC21A,0.0,0.07692307692307693,0.03153153153153153,0.0,0.016129032258064516,0.5,0.0027247956403269754,0.04854368932038835,0.0
TBC1D10A,0.0,0.0,0.12612612612612611,0.16666666666666666,0.0967741935483871,0.0,0.08719346049046321,0.0970873786407767,0.0
RPS6KB2,0.1111111111111111,0.23076923076923078,0.33433433433433435,0.16666666666666666,0.06451612903225806,0.0,0.11444141689373297,0.24271844660194175,0.16666666666666666
NCAPG2,0.0,0.0,0.042042042042042045,0.0,0.0,0.0,0.02997275204359673,0.038834951456310676,0.0
AP1M2,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0
PXN,0.0,0.0,0.005005005005005005,0.0,0.03225806451612903,0.0,0.0326975476839237,0.009708737864077669,0.0
C7ORF25,0.0,0.0,0.0075075075075075074,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
DHX40,0.1111111111111111,0.15384615384615385,0.2627627627627628,0.16666666666666666,0.04838709677419355,0.0,0.05994550408719346,0.22330097087378642,0.16666666666666666
NR1H3,0.0,0.07692307692307693,0.3103103103103103,0.0,0.0,0.0,0.013623978201634877,0.02912621359223301,0.0
NUP54,0.0,0.23076923076923078,0.2752752752752753,0.16666666666666666,0.016129032258064516,0.0,0.08446866485013624,0.18446601941747573,0.16666666666666666
NCK2,0.0,0.07692307692307693,0.06106106106106106,0.0,0.06451612903225806,0.0,0.15803814713896458,0.06796116504854369,0.0
RBMX,0.2222222222222222,0.15384615384615385,0.6556556556556556,0.6666666666666666,0.3548387096774194,0.5,0.3215258855585831,0.6601941747572816,0.3333333333333333
GPN3,0.0,0.07692307692307693,0.4164164164164164,0.0,0.04838709677419355,0.5,0.06267029972752043,0.2621359223300971,0.3333333333333333
NQO1,0.0,0.0,0.06856856856856856,0.16666666666666666,0.016129032258064516,0.0,0.008174386920980926,0.0,0.0
ZFAND1,0.2222222222222222,0.15384615384615385,0.4369369369369369,0.3333333333333333,0.016129032258064516,0.5,0.10626702997275204,0.3106796116504854,0.16666666666666666
MED15,0.1111111111111111,0.3076923076923077,0.25925925925925924,0.16666666666666666,0.04838709677419355,0.0,0.10899182561307902,0.20388349514563106,0.0
CPT2,0.0,0.0,0.21771771771771772,0.0,0.0,0.0,0.02997275204359673,0.10679611650485436,0.0
REXO4,0.2222222222222222,0.07692307692307693,0.21521521521521522,0.16666666666666666,0.04838709677419355,0.0,0.12534059945504086,0.0970873786407767,0.16666666666666666
SNAPC3,0.0,0.0,0.21521521521521522,0.16666666666666666,0.06451612903225806,0.0,0.04632152588555858,0.10679611650485436,0.0
ATOX1,0.0,0.3076923076923077,0.8778778778778779,0.3333333333333333,0.11290322580645161,0.0,0.16348773841961853,0.5242718446601942,0.5
ANKRD13A,0.1111111111111111,0.07692307692307693,0.3908908908908909,0.0,0.0967741935483871,0.0,0.1553133514986376,0.27184466019417475,0.16666666666666666
HIVEP2,0.2222222222222222,0.0,0.018518518518518517,0.0,0.08064516129032258,0.0,0.08446866485013624,0.07766990291262135,0.0
AC007906.2,0.0,0.07692307692307693,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0
RHBDF2,0.2222222222222222,0.0,0.15515515515515516,0.0,0.03225806451612903,0.0,0.027247956403269755,0.07766990291262135,0.3333333333333333
SSR4,0.4444444444444444,0.38461538461538464,0.928928928928929,1.0,0.6612903225806451,0.5,0.670299727520436,0.8349514563106796,0.8333333333333334
DNM1L,0.0,0.15384615384615385,0.3123123123123123,0.0,0.06451612903225806,0.5,0.10899182561307902,0.4077669902912621,0.0
FAM227B,0.0,0.0,0.003003003003003003,0.0,0.03225806451612903,0.0,0.008174386920980926,0.009708737864077669,0.0
NME2,0.0,0.0,0.11361361361361362,0.16666666666666666,0.03225806451612903,0.5,0.02452316076294278,0.10679611650485436,0.0
LRPAP1,0.0,0.23076923076923078,0.8973973973973974,0.0,0.24193548387096775,0.5,0.16621253405994552,0.3592233009708738,0.5
NBR1,0.1111111111111111,0.3076923076923077,0.47347347347347346,0.0,0.0967741935483871,0.0,0.1362397820163488,0.20388349514563106,0.3333333333333333
HSD17B13,0.0,0.0,0.002002002002002002,0.0,0.0,0.0,0.0,0.0,0.0
NUDT5,0.1111111111111111,0.15384615384615385,0.37987987987987987,0.0,0.11290322580645161,0.0,0.2125340599455041,0.3883495145631068,0.16666666666666666
