,B,Epithelial,Macrophages,Mast,NK,Plasma,T,mDC,pDC
BTN2A2,0.2222222222222222,0.0,0.25375375375375375,0.0,0.0,0.5,0.02997275204359673,0.22330097087378642,0.16666666666666666
RABAC1,0.2222222222222222,0.23076923076923078,0.6951951951951952,0.3333333333333333,0.43548387096774194,0.5,0.45776566757493187,0.5631067961165048,0.8333333333333334
IFIT2,0.1111111111111111,0.15384615384615385,0.524024024024024,0.16666666666666666,0.03225806451612903,0.0,0.04904632152588556,0.34951456310679613,0.5
CCZ1,0.1111111111111111,0.23076923076923078,0.525025025025025,0.16666666666666666,0.06451612903225806,0.0,0.16621253405994552,0.34951456310679613,0.16666666666666666
ITGB3BP,0.1111111111111111,0.0,0.15715715715715717,0.0,0.04838709677419355,0.0,0.08991825613079019,0.0970873786407767,0.0
HIF1A-AS2,0.0,0.0,0.00950950950950951,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
BDH1,0.0,0.0,0.0065065065065065065,0.0,0.0,0.0,0.008174386920980926,0.0,0.0
FAM222B,0.0,0.07692307692307693,0.2972972972972973,0.16666666666666666,0.016129032258064516,0.0,0.04904632152588556,0.10679611650485436,0.0
ACOT4,0.0,0.0,0.2702702702702703,0.0,0.03225806451612903,0.0,0.021798365122615803,0.009708737864077669,0.0
GUSB,0.1111111111111111,0.15384615384615385,0.7387387387387387,0.16666666666666666,0.06451612903225806,0.5,0.10626702997275204,0.18446601941747573,0.16666666666666666
NARS2,0.0,0.15384615384615385,0.07807807807807808,0.16666666666666666,0.016129032258064516,0.0,0.010899182561307902,0.009708737864077669,0.0
NUCB2,0.0,0.15384615384615385,0.24924924924924924,0.16666666666666666,0.16129032258064516,0.5,0.15258855585831063,0.04854368932038835,0.5
PAXIP1,0.0,0.0,0.07857857857857858,0.16666666666666666,0.0,0.5,0.035422343324250684,0.038834951456310676,0.16666666666666666
ZBTB40,0.1111111111111111,0.07692307692307693,0.0935935935935936,0.0,0.04838709677419355,0.0,0.027247956403269755,0.0970873786407767,0.0
MRPS21,0.2222222222222222,0.46153846153846156,0.7707707707707707,0.6666666666666666,0.1774193548387097,0.5,0.26975476839237056,0.5825242718446602,0.6666666666666666
LTN1,0.0,0.38461538461538464,0.36786786786786785,0.16666666666666666,0.12903225806451613,0.5,0.1444141689373297,0.18446601941747573,0.16666666666666666
CDKN3,0.0,0.0,0.012012012012012012,0.0,0.0,0.0,0.0326975476839237,0.009708737864077669,0.0
SMAD1,0.0,0.0,0.04604604604604605,0.0,0.0,0.0,0.005449591280653951,0.009708737864077669,0.0
ZNF845,0.0,0.0,0.06406406406406406,0.0,0.016129032258064516,0.0,0.01907356948228883,0.02912621359223301,0.0
BTK,0.1111111111111111,0.15384615384615385,0.6481481481481481,0.5,0.03225806451612903,0.5,0.0326975476839237,0.4563106796116505,0.0
NRP1,0.0,0.23076923076923078,0.6511511511511512,0.0,0.0,0.0,0.04904632152588556,0.1262135922330097,0.16666666666666666
MED13L,0.2222222222222222,0.15384615384615385,0.34784784784784784,0.0,0.06451612903225806,0.5,0.09809264305177112,0.2912621359223301,0.6666666666666666
TRAM1,0.1111111111111111,0.38461538461538464,0.8318318318318318,0.5,0.3709677419354839,0.5,0.335149863760218,0.7184466019417476,0.8333333333333334
NAA16,0.0,0.07692307692307693,0.16416416416416416,0.0,0.06451612903225806,0.0,0.04087193460490463,0.08737864077669903,0.16666666666666666
NBPF1,0.0,0.07692307692307693,0.15565565565565564,0.0,0.0,0.0,0.008174386920980926,0.07766990291262135,0.0
SSBP3,0.0,0.15384615384615385,0.21521521521521522,0.16666666666666666,0.08064516129032258,0.0,0.0653950953678474,0.1553398058252427,0.0
HSPH1,0.0,0.3076923076923077,0.6101101101101101,0.16666666666666666,0.14516129032258066,0.0,0.1362397820163488,0.36893203883495146,0.16666666666666666
LINC01311,0.0,0.0,0.0065065065065065065,0.0,0.0,0.0,0.013623978201634877,0.019417475728155338,0.0
RAD51B,0.0,0.0,0.1046046046046046,0.0,0.04838709677419355,0.0,0.010899182561307902,0.038834951456310676,0.0
CDKAL1,0.0,0.07692307692307693,0.13113113113113112,0.0,0.0,0.5,0.0326975476839237,0.06796116504854369,0.0
C1QB,0.3333333333333333,0.5384615384615384,0.9279279279279279,0.0,0.3064516129032258,0.0,0.3188010899182561,0.49514563106796117,0.5
POLR2L,0.3333333333333333,0.46153846153846156,0.9104104104104104,0.8333333333333334,0.532258064516129,0.5,0.47956403269754766,0.8058252427184466,0.6666666666666666
TANGO2,0.0,0.0,0.22772772772772773,0.0,0.016129032258064516,0.0,0.035422343324250684,0.0970873786407767,0.0
MRPS22,0.0,0.15384615384615385,0.26876876876876876,0.0,0.04838709677419355,0.0,0.07084468664850137,0.0970873786407767,0.0
NAGK,0.4444444444444444,0.23076923076923078,0.6881881881881882,0.3333333333333333,0.03225806451612903,0.0,0.11716621253405994,0.5631067961165048,0.6666666666666666
NRAV,0.0,0.07692307692307693,0.023523523523523524,0.0,0.0,0.0,0.005449591280653951,0.0,0.0
AC008014.1,0.1111111111111111,0.07692307692307693,0.0045045045045045045,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
CDH23,0.0,0.0,0.07207207207207207,0.0,0.0,0.0,0.008174386920980926,0.0,0.16666666666666666
KIF1C,0.0,0.15384615384615385,0.16616616616616617,0.16666666666666666,0.04838709677419355,0.0,0.0653950953678474,0.1553398058252427,0.0
ANKRD12,0.2222222222222222,0.46153846153846156,0.7332332332332332,0.3333333333333333,0.6129032258064516,1.0,0.5831062670299727,0.7475728155339806,0.8333333333333334
NR1D1,0.0,0.07692307692307693,0.08458458458458458,0.0,0.0,0.0,0.04904632152588556,0.06796116504854369,0.0
PHF3,0.1111111111111111,0.38461538461538464,0.5225225225225225,0.16666666666666666,0.1935483870967742,1.0,0.22070844686648503,0.44660194174757284,0.3333333333333333
GATAD2A,0.2222222222222222,0.0,0.27377377377377377,0.0,0.08064516129032258,0.0,0.1307901907356948,0.11650485436893204,0.0
ZNF778,0.0,0.07692307692307693,0.047547547547547545,0.0,0.016129032258064516,0.0,0.01634877384196185,0.1262135922330097,0.16666666666666666
ZNF358,0.0,0.0,0.14614614614614616,0.3333333333333333,0.016129032258064516,0.0,0.013623978201634877,0.10679611650485436,0.16666666666666666
FCGR1B,0.0,0.07692307692307693,0.47997997997998,0.0,0.0,0.0,0.01634877384196185,0.06796116504854369,0.0
EFCAB12,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0
AL627171.1,0.0,0.0,0.03953953953953954,0.16666666666666666,0.06451612903225806,0.0,0.05449591280653951,0.06796116504854369,0.0
ALKBH5,0.1111111111111111,0.15384615384615385,0.37037037037037035,0.16666666666666666,0.12903225806451613,0.0,0.10899182561307902,0.3106796116504854,0.0
GNS,0.0,0.23076923076923078,0.7402402402402403,0.16666666666666666,0.06451612903225806,0.0,0.07084468664850137,0.34951456310679613,0.5
SAA2,0.0,0.07692307692307693,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A5,0.0,0.07692307692307693,0.15715715715715717,0.0,0.0,0.0,0.010899182561307902,0.06796116504854369,0.0
USP33,0.0,0.3076923076923077,0.5685685685685685,0.16666666666666666,0.1774193548387097,0.0,0.18528610354223432,0.3106796116504854,0.3333333333333333
CHM,0.1111111111111111,0.23076923076923078,0.3178178178178178,0.0,0.08064516129032258,0.0,0.07084468664850137,0.1650485436893204,0.3333333333333333
MAT2A,0.2222222222222222,0.3076923076923077,0.6516516516516516,0.5,0.20967741935483872,0.0,0.22070844686648503,0.6504854368932039,0.3333333333333333
SMARCAD1,0.1111111111111111,0.15384615384615385,0.1931931931931932,0.0,0.03225806451612903,0.0,0.06267029972752043,0.1262135922330097,0.0
TMEM167A,0.0,0.5384615384615384,0.8088088088088088,0.3333333333333333,0.20967741935483872,0.0,0.2888283378746594,0.5728155339805825,0.5
ZBTB7B,0.0,0.07692307692307693,0.22272272272272273,0.0,0.0,0.0,0.035422343324250684,0.1650485436893204,0.0
CA2,0.0,0.07692307692307693,0.4074074074074074,0.0,0.016129032258064516,0.0,0.04632152588555858,0.1262135922330097,0.0
GLTP,0.0,0.23076923076923078,0.5965965965965966,0.0,0.06451612903225806,0.0,0.10626702997275204,0.21359223300970873,0.0
HMGXB3,0.0,0.07692307692307693,0.22172172172172172,0.0,0.04838709677419355,0.0,0.06267029972752043,0.1262135922330097,0.16666666666666666
SWT1,0.0,0.0,0.04504504504504504,0.0,0.04838709677419355,0.0,0.013623978201634877,0.05825242718446602,0.0
ABHD18,0.1111111111111111,0.3076923076923077,0.19119119119119118,0.0,0.0967741935483871,0.5,0.0681198910081744,0.14563106796116504,0.0
TMEM175,0.2222222222222222,0.07692307692307693,0.28678678678678676,0.0,0.03225806451612903,0.0,0.02452316076294278,0.08737864077669903,0.16666666666666666
ZNF550,0.0,0.0,0.04504504504504504,0.0,0.04838709677419355,0.0,0.03814713896457766,0.038834951456310676,0.16666666666666666
SNRPA1,0.2222222222222222,0.07692307692307693,0.2747747747747748,0.0,0.06451612903225806,0.5,0.1335149863760218,0.18446601941747573,0.3333333333333333
WDFY1,0.1111111111111111,0.0,0.47847847847847846,0.16666666666666666,0.04838709677419355,0.0,0.08719346049046321,0.1553398058252427,0.16666666666666666
C1ORF56,0.4444444444444444,0.3076923076923077,0.5385385385385385,0.16666666666666666,0.3870967741935484,0.5,0.4986376021798365,0.5825242718446602,0.16666666666666666
NEU3,0.1111111111111111,0.07692307692307693,0.16316316316316315,0.0,0.03225806451612903,0.0,0.02997275204359673,0.04854368932038835,0.0
PIGN,0.0,0.0,0.25575575575575576,0.0,0.03225806451612903,0.0,0.08174386920980926,0.2621359223300971,0.3333333333333333
TIAL1,0.1111111111111111,0.15384615384615385,0.5055055055055055,0.3333333333333333,0.20967741935483872,0.0,0.28065395095367845,0.44660194174757284,0.16666666666666666
HMGB2,0.1111111111111111,0.3076923076923077,0.4369369369369369,0.0,0.1774193548387097,0.0,0.2452316076294278,0.2912621359223301,0.16666666666666666
TSTD2,0.0,0.15384615384615385,0.10960960960960961,0.0,0.016129032258064516,0.0,0.02997275204359673,0.10679611650485436,0.0
DIP2C,0.0,0.0,0.04854854854854855,0.0,0.0,0.0,0.005449591280653951,0.009708737864077669,0.0
MZT2B,0.3333333333333333,0.3076923076923077,0.7222222222222222,0.6666666666666666,0.4838709677419355,0.5,0.4904632152588556,0.7475728155339806,0.6666666666666666
DNAH11,0.0,0.0,0.0025025025025025025,0.0,0.0,0.0,0.0,0.0,0.0
FAM122B,0.3333333333333333,0.07692307692307693,0.22972972972972974,0.0,0.08064516129032258,0.0,0.08719346049046321,0.14563106796116504,0.16666666666666666
CREB5,0.0,0.3076923076923077,0.2017017017017017,0.0,0.0,0.5,0.01634877384196185,0.5242718446601942,0.0
CCDC146,0.0,0.07692307692307693,0.023523523523523524,0.0,0.016129032258064516,0.0,0.027247956403269755,0.06796116504854369,0.0
ZBTB33,0.0,0.0,0.25225225225225223,0.0,0.03225806451612903,0.0,0.02452316076294278,0.1553398058252427,0.8333333333333334
MAP3K4,0.1111111111111111,0.23076923076923078,0.1806806806806807,0.16666666666666666,0.0967741935483871,0.0,0.11171662125340599,0.13592233009708737,0.0
TFCP2L1,0.0,0.07692307692307693,0.06756756756756757,0.0,0.0,0.0,0.008174386920980926,0.02912621359223301,0.0
RPL11,1.0,0.9230769230769231,0.9834834834834835,1.0,0.9838709677419355,1.0,1.0,1.0,1.0
TRIP13,0.0,0.0,0.005005005005005005,0.0,0.0,0.0,0.02452316076294278,0.009708737864077669,0.0
GZF1,0.0,0.07692307692307693,0.07457457457457457,0.0,0.016129032258064516,0.0,0.021798365122615803,0.04854368932038835,0.0
WRNIP1,0.0,0.23076923076923078,0.1996996996996997,0.0,0.016129032258064516,0.0,0.05722070844686648,0.11650485436893204,0.0
TRIM56,0.4444444444444444,0.38461538461538464,0.5545545545545546,0.16666666666666666,0.3064516129032258,1.0,0.34877384196185285,0.5436893203883495,0.16666666666666666
TPT1,1.0,0.7692307692307693,0.98998998998999,1.0,1.0,1.0,0.9945504087193461,1.0,1.0
GCDH,0.0,0.07692307692307693,0.1941941941941942,0.0,0.04838709677419355,0.0,0.0653950953678474,0.08737864077669903,0.0
HSPA4,0.1111111111111111,0.15384615384615385,0.42742742742742745,0.16666666666666666,0.06451612903225806,0.0,0.07901907356948229,0.3300970873786408,0.16666666666666666
STK16,0.0,0.23076923076923078,0.1906906906906907,0.0,0.06451612903225806,0.0,0.05722070844686648,0.11650485436893204,0.0
SACM1L,0.0,0.15384615384615385,0.35485485485485485,0.16666666666666666,0.12903225806451613,0.0,0.1362397820163488,0.32038834951456313,0.3333333333333333
ANG,0.0,0.0,0.07907907907907907,0.0,0.0,0.0,0.01907356948228883,0.08737864077669903,0.0
SREBF2,0.2222222222222222,0.07692307692307693,0.1041041041041041,0.16666666666666666,0.11290322580645161,1.0,0.08446866485013624,0.1262135922330097,0.16666666666666666
TCAF2,0.0,0.0,0.002002002002002002,0.0,0.0,0.0,0.02997275204359673,0.009708737864077669,0.0
FLT1,0.0,0.0,0.05655655655655656,0.0,0.0,0.0,0.0027247956403269754,0.019417475728155338,0.0
TARBP1,0.0,0.15384615384615385,0.23423423423423423,0.16666666666666666,0.08064516129032258,0.5,0.05449591280653951,0.18446601941747573,0.5
SART1,0.0,0.3076923076923077,0.33733733733733734,0.0,0.06451612903225806,0.0,0.08991825613079019,0.30097087378640774,0.3333333333333333
XRCC3,0.0,0.0,0.023023023023023025,0.0,0.0,0.0,0.01634877384196185,0.038834951456310676,0.0
LINC02345,0.0,0.0,0.26376376376376376,0.0,0.0,0.0,0.02997275204359673,0.0,0.0
TBCA,0.6666666666666666,0.46153846153846156,0.8748748748748749,0.3333333333333333,0.4032258064516129,0.5,0.444141689373297,0.7087378640776699,0.5
PTPDC1,0.0,0.07692307692307693,0.13713713713713713,0.0,0.0,0.0,0.02452316076294278,0.04854368932038835,0.0
STRADB,0.0,0.07692307692307693,0.15865865865865866,0.0,0.016129032258064516,0.0,0.01907356948228883,0.08737864077669903,0.0
IMMT,0.0,0.23076923076923078,0.4964964964964965,0.16666666666666666,0.14516129032258066,0.0,0.1553133514986376,0.3592233009708738,0.16666666666666666
FILIP1L,0.0,0.0,0.2047047047047047,0.0,0.0,0.5,0.021798365122615803,0.6310679611650486,0.0
TRIM16,0.0,0.07692307692307693,0.05855855855855856,0.0,0.0,0.0,0.013623978201634877,0.02912621359223301,0.0
ATG4D,0.0,0.15384615384615385,0.08758758758758758,0.0,0.03225806451612903,0.0,0.08174386920980926,0.06796116504854369,0.16666666666666666
MINDY4,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
SAMD4A,0.0,0.07692307692307693,0.22772772772772773,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
MAP2K3,0.1111111111111111,0.15384615384615385,0.30430430430430433,0.16666666666666666,0.14516129032258066,0.0,0.07629427792915532,0.1650485436893204,0.3333333333333333
TGS1,0.0,0.0,0.22922922922922923,0.16666666666666666,0.08064516129032258,0.0,0.1008174386920981,0.11650485436893204,0.16666666666666666
EED,0.1111111111111111,0.15384615384615385,0.26926926926926925,0.0,0.16129032258064516,0.0,0.13896457765667575,0.2621359223300971,0.3333333333333333
PTPRN2,0.1111111111111111,0.0,0.0035035035035035035,0.0,0.0,0.0,0.0326975476839237,0.009708737864077669,0.0
MT-ND1,0.8888888888888888,1.0,0.968968968968969,1.0,1.0,1.0,0.997275204359673,0.9805825242718447,1.0
LAT,0.0,0.0,0.23073073073073072,0.8333333333333334,0.14516129032258066,0.0,0.3923705722070845,0.009708737864077669,0.0
MRPL42,0.2222222222222222,0.23076923076923078,0.4744744744744745,0.5,0.1935483870967742,0.0,0.19346049046321526,0.2815533980582524,0.6666666666666666
ZNF367,0.0,0.0,0.0025025025025025025,0.0,0.0,0.0,0.021798365122615803,0.02912621359223301,0.0
LINC02361,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.010899182561307902,0.0,0.0
TYROBP,0.3333333333333333,0.46153846153846156,0.9814814814814815,1.0,0.4032258064516129,0.0,0.32697547683923706,0.970873786407767,0.8333333333333334
MSL1,0.0,0.23076923076923078,0.3633633633633634,0.0,0.0967741935483871,0.0,0.1307901907356948,0.2912621359223301,0.16666666666666666
NLRC4,0.0,0.07692307692307693,0.3688688688688689,0.0,0.0,0.0,0.01634877384196185,0.0970873786407767,0.0
BRD9,0.0,0.23076923076923078,0.3538538538538539,0.0,0.04838709677419355,0.0,0.1880108991825613,0.22330097087378642,0.3333333333333333
CLSPN,0.0,0.0,0.00950950950950951,0.0,0.0,0.0,0.051771117166212535,0.019417475728155338,0.0
AGO4,0.1111111111111111,0.15384615384615385,0.2987987987987988,0.0,0.04838709677419355,0.5,0.06267029972752043,0.17475728155339806,0.3333333333333333
AKIP1,0.0,0.0,0.3353353353353353,0.0,0.03225806451612903,0.0,0.05994550408719346,0.1553398058252427,0.0
ZDHHC14,0.1111111111111111,0.07692307692307693,0.04054054054054054,0.0,0.06451612903225806,0.0,0.043596730245231606,0.05825242718446602,0.0
ERCC2,0.0,0.0,0.1006006006006006,0.0,0.0,0.0,0.008174386920980926,0.05825242718446602,0.0
PPFIA1,0.0,0.0,0.513013013013013,0.0,0.03225806451612903,0.0,0.08446866485013624,0.1941747572815534,0.0
SETD3,0.0,0.07692307692307693,0.3818818818818819,0.3333333333333333,0.08064516129032258,0.0,0.07356948228882834,0.32038834951456313,0.16666666666666666
TMEM208,0.0,0.15384615384615385,0.5405405405405406,0.16666666666666666,0.0967741935483871,0.5,0.16621253405994552,0.3592233009708738,0.5
ZNF443,0.0,0.0,0.028028028028028028,0.0,0.0,0.0,0.005449591280653951,0.019417475728155338,0.0
SELENOI,0.0,0.07692307692307693,0.12462462462462462,0.16666666666666666,0.03225806451612903,0.0,0.0326975476839237,0.08737864077669903,0.16666666666666666
KDM4B,0.1111111111111111,0.07692307692307693,0.11561561561561562,0.0,0.016129032258064516,0.0,0.03814713896457766,0.1262135922330097,0.16666666666666666
TCEAL9,0.0,0.07692307692307693,0.2082082082082082,0.0,0.0,0.0,0.01907356948228883,0.019417475728155338,0.0
ZDHHC16,0.0,0.0,0.08208208208208208,0.0,0.0,0.0,0.03814713896457766,0.08737864077669903,0.16666666666666666
RANBP9,0.0,0.07692307692307693,0.2072072072072072,0.16666666666666666,0.03225806451612903,0.0,0.08174386920980926,0.21359223300970873,0.0
ZNF253,0.0,0.0,0.04904904904904905,0.16666666666666666,0.016129032258064516,0.0,0.01907356948228883,0.04854368932038835,0.0
SEPT10,0.0,0.07692307692307693,0.3978978978978979,0.0,0.0,0.0,0.02452316076294278,0.019417475728155338,0.0
DNAH7,0.0,0.0,0.0025025025025025025,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
PAIP2,0.2222222222222222,0.38461538461538464,0.8168168168168168,0.16666666666666666,0.3387096774193548,0.0,0.3896457765667575,0.5339805825242718,0.16666666666666666
RGS1,0.2222222222222222,0.0,0.29429429429429427,0.6666666666666666,0.0967741935483871,0.5,0.18256130790190736,0.10679611650485436,0.6666666666666666
NIPSNAP2,0.1111111111111111,0.15384615384615385,0.5095095095095095,0.16666666666666666,0.06451612903225806,0.5,0.10354223433242507,0.3106796116504854,0.3333333333333333
SIGLEC9,0.0,0.23076923076923078,0.1896896896896897,0.0,0.0,0.0,0.010899182561307902,0.05825242718446602,0.0
BRMS1,0.0,0.0,0.4014014014014014,0.16666666666666666,0.12903225806451613,0.0,0.1444141689373297,0.23300970873786409,0.16666666666666666
H2AFY,0.2222222222222222,0.5384615384615384,0.9379379379379379,0.16666666666666666,0.14516129032258066,0.0,0.22615803814713897,0.8640776699029126,0.5
PCYOX1L,0.0,0.0,0.07907907907907907,0.0,0.016129032258064516,0.0,0.01907356948228883,0.05825242718446602,0.0
TUT7,0.0,0.3076923076923077,0.4074074074074074,0.0,0.08064516129032258,0.0,0.10626702997275204,0.30097087378640774,0.16666666666666666
TMEM184C,0.0,0.15384615384615385,0.11211211211211211,0.0,0.016129032258064516,0.0,0.04632152588555858,0.07766990291262135,0.0
SH3GLB1,0.0,0.23076923076923078,0.7612612612612613,0.6666666666666666,0.1935483870967742,0.5,0.22888283378746593,0.49514563106796117,0.0
STK36,0.0,0.07692307692307693,0.052552552552552555,0.0,0.0,0.0,0.0,0.009708737864077669,0.0
LDLR,0.0,0.07692307692307693,0.03453453453453453,0.0,0.0,0.0,0.05994550408719346,0.009708737864077669,0.0
RERE,0.2222222222222222,0.07692307692307693,0.1816816816816817,0.16666666666666666,0.06451612903225806,0.0,0.07084468664850137,0.21359223300970873,0.16666666666666666
LRRK1,0.0,0.15384615384615385,0.14214214214214213,0.16666666666666666,0.0,0.0,0.01634877384196185,0.3883495145631068,0.3333333333333333
SSBP4,0.2222222222222222,0.46153846153846156,0.34384384384384387,0.16666666666666666,0.3548387096774194,0.5,0.27520435967302453,0.30097087378640774,0.5
INPP5A,0.0,0.07692307692307693,0.013013013013013013,0.16666666666666666,0.016129032258064516,0.0,0.0027247956403269754,0.0,0.16666666666666666
VAC14,0.0,0.0,0.22772772772772773,0.16666666666666666,0.016129032258064516,0.5,0.035422343324250684,0.07766990291262135,0.0
MAPK7,0.0,0.0,0.1011011011011011,0.0,0.0,0.0,0.013623978201634877,0.009708737864077669,0.0
AL138828.1,0.0,0.0,0.026526526526526525,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
ARPC2,0.7777777777777778,0.6923076923076923,0.9774774774774775,0.6666666666666666,0.6774193548387096,1.0,0.7629427792915532,0.9805825242718447,0.6666666666666666
ZNF431,0.2222222222222222,0.23076923076923078,0.22122122122122123,0.16666666666666666,0.11290322580645161,0.0,0.13896457765667575,0.27184466019417475,0.3333333333333333
BTF3,0.7777777777777778,0.6153846153846154,0.943943943943944,1.0,0.6935483870967742,0.5,0.7166212534059946,0.912621359223301,0.8333333333333334
MRPL32,0.0,0.15384615384615385,0.35485485485485485,0.0,0.0967741935483871,0.0,0.08719346049046321,0.20388349514563106,0.3333333333333333
MED7,0.2222222222222222,0.15384615384615385,0.3258258258258258,0.16666666666666666,0.06451612903225806,0.0,0.07356948228882834,0.1553398058252427,0.3333333333333333
RRM1,0.0,0.07692307692307693,0.15315315315315314,0.0,0.06451612903225806,0.0,0.08446866485013624,0.0970873786407767,0.3333333333333333
TTC9,0.2222222222222222,0.07692307692307693,0.0,0.0,0.0,0.0,0.013623978201634877,0.009708737864077669,0.0
LYSMD2,0.2222222222222222,0.15384615384615385,0.5635635635635635,0.0,0.11290322580645161,0.0,0.14168937329700274,0.3592233009708738,0.5
FBXW7,0.0,0.15384615384615385,0.25475475475475473,0.0,0.16129032258064516,0.0,0.12534059945504086,0.1941747572815534,0.3333333333333333
TMEM14A,0.0,0.0,0.22972972972972974,0.0,0.0967741935483871,0.0,0.08991825613079019,0.04854368932038835,0.16666666666666666
TSHZ1,0.0,0.07692307692307693,0.10960960960960961,0.0,0.016129032258064516,0.0,0.01907356948228883,0.06796116504854369,0.0
RAB11FIP4,0.0,0.07692307692307693,0.056056056056056056,0.0,0.03225806451612903,0.0,0.01907356948228883,0.11650485436893204,0.0
ITGB8,0.0,0.07692307692307693,0.21921921921921922,0.0,0.016129032258064516,0.0,0.01634877384196185,0.0,0.0
LRRIQ3,0.0,0.15384615384615385,0.017517517517517518,0.0,0.0,0.0,0.008174386920980926,0.0,0.0
B9D2,0.0,0.0,0.13413413413413414,0.0,0.016129032258064516,0.0,0.04904632152588556,0.07766990291262135,0.16666666666666666
RUFY2,0.1111111111111111,0.07692307692307693,0.21871871871871873,0.16666666666666666,0.08064516129032258,0.5,0.04087193460490463,0.04854368932038835,0.0
NEURL4,0.0,0.0,0.04604604604604605,0.0,0.016129032258064516,0.0,0.010899182561307902,0.019417475728155338,0.0
AC009237.14,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0
TMEM245,0.0,0.3076923076923077,0.3008008008008008,0.3333333333333333,0.06451612903225806,0.0,0.11171662125340599,0.1650485436893204,0.3333333333333333
UTP15,0.0,0.0,0.0960960960960961,0.0,0.03225806451612903,0.0,0.013623978201634877,0.06796116504854369,0.0
SLC9A6,0.0,0.0,0.23523523523523523,0.0,0.03225806451612903,0.0,0.05449591280653951,0.08737864077669903,0.16666666666666666
FOXN2,0.0,0.07692307692307693,0.3983983983983984,0.3333333333333333,0.04838709677419355,0.0,0.12534059945504086,0.47572815533980584,0.0
LRRC8C,0.0,0.07692307692307693,0.3683683683683684,0.0,0.03225806451612903,0.0,0.11716621253405994,0.5145631067961165,0.0
AC104794.2,0.1111111111111111,0.07692307692307693,0.04804804804804805,0.0,0.016129032258064516,0.0,0.010899182561307902,0.06796116504854369,0.0
AL034549.1,0.0,0.0,0.02902902902902903,0.0,0.0,0.0,0.010899182561307902,0.009708737864077669,0.0
PDIA5,0.0,0.0,0.03053053053053053,0.0,0.0,0.0,0.005449591280653951,0.009708737864077669,0.0
ACBD5,0.0,0.15384615384615385,0.3203203203203203,0.16666666666666666,0.04838709677419355,0.5,0.08991825613079019,0.18446601941747573,0.0
ARSK,0.1111111111111111,0.07692307692307693,0.08758758758758758,0.16666666666666666,0.016129032258064516,0.0,0.01907356948228883,0.009708737864077669,0.0
EEF2,0.3333333333333333,0.6153846153846154,0.9359359359359359,0.6666666666666666,0.3548387096774194,0.5,0.5994550408719346,0.9320388349514563,1.0
HAMP,0.0,0.0,0.021021021021021023,0.0,0.0,0.0,0.0,0.0,0.0
HSPA14-1,0.0,0.0,0.15215215215215216,0.0,0.03225806451612903,0.5,0.05994550408719346,0.08737864077669903,0.16666666666666666
IDI1,0.1111111111111111,0.07692307692307693,0.3233233233233233,0.0,0.24193548387096775,0.5,0.23978201634877383,0.3106796116504854,0.5
SP140L,0.2222222222222222,0.23076923076923078,0.3108108108108108,0.0,0.0967741935483871,0.5,0.13896457765667575,0.05825242718446602,0.16666666666666666
PYGL,0.0,0.3076923076923077,0.44344344344344344,0.0,0.0,0.0,0.035422343324250684,0.0970873786407767,0.0
MRPL30,0.0,0.23076923076923078,0.17867867867867868,0.0,0.0,0.0,0.0326975476839237,0.08737864077669903,0.0
SLC38A2,0.1111111111111111,0.23076923076923078,0.535035035035035,0.5,0.16129032258064516,0.5,0.1907356948228883,0.6019417475728155,0.3333333333333333
CCNC,0.0,0.07692307692307693,0.36786786786786785,0.16666666666666666,0.06451612903225806,0.0,0.13896457765667575,0.2815533980582524,0.0
GOT1,0.0,0.0,0.12762762762762764,0.16666666666666666,0.016129032258064516,0.0,0.03814713896457766,0.07766990291262135,0.0
IKZF1,0.4444444444444444,0.38461538461538464,0.5765765765765766,0.16666666666666666,0.5645161290322581,0.5,0.5803814713896458,0.5533980582524272,0.6666666666666666
NME3,0.3333333333333333,0.3076923076923077,0.5920920920920921,0.5,0.3387096774193548,1.0,0.3024523160762943,0.4563106796116505,0.16666666666666666
NME6,0.0,0.15384615384615385,0.2042042042042042,0.0,0.016129032258064516,0.0,0.051771117166212535,0.17475728155339806,0.0
PRPF38B,0.4444444444444444,0.38461538461538464,0.7472472472472472,0.5,0.3870967741935484,0.5,0.4604904632152589,0.7572815533980582,0.8333333333333334
ZNF559,0.0,0.0,0.14164164164164164,0.0,0.06451612903225806,0.0,0.0326975476839237,0.14563106796116504,0.0
FITM2,0.0,0.0,0.04704704704704705,0.0,0.0,0.5,0.008174386920980926,0.0,0.0
ZDHHC18,0.1111111111111111,0.3076923076923077,0.18768768768768768,0.0,0.12903225806451613,0.0,0.11171662125340599,0.13592233009708737,0.0
ZSCAN16-AS1,0.0,0.07692307692307693,0.461961961961962,0.0,0.04838709677419355,0.0,0.10354223433242507,0.1650485436893204,0.16666666666666666
