,B,Epithelial,Macrophages,NK,Plasma,T,mDC,pDC
ZNF33B,0.0,0.15384615384615385,0.010233733417561591,0.0,0.0,0.03676470588235294,0.05217391304347826,0.0
KLHL9,0.13333333333333333,0.23076923076923078,0.09842072015161087,0.0,0.0,0.07720588235294118,0.0391304347826087,0.0
RAP1B,0.06666666666666667,0.6153846153846154,0.6640555906506633,0.2,0.0,0.4485294117647059,0.28695652173913044,0.0
RDH11,0.0,0.23076923076923078,0.14478837650031587,0.0,0.0,0.10294117647058823,0.02608695652173913,0.0
AGO3,0.0,0.15384615384615385,0.10587492103600758,0.0,0.0,0.08823529411764706,0.06086956521739131,0.0
HIF1A,0.0,0.15384615384615385,0.1375868603916614,0.0,0.0,0.14338235294117646,0.11739130434782609,0.0
EWSR1,0.06666666666666667,0.38461538461538464,0.19646241313960833,0.2,0.0,0.16544117647058823,0.10434782608695652,0.3333333333333333
RRAGA,0.13333333333333333,0.38461538461538464,0.1684144030322173,0.0,0.0,0.09558823529411764,0.06086956521739131,0.3333333333333333
GLYCTK,0.0,0.0,0.02514213518635502,0.0,0.0,0.022058823529411766,0.0,0.0
FOSB,0.0,0.0,0.013518635502210993,0.0,0.0,0.007352941176470588,0.004347826086956522,0.0
XYLT2,0.13333333333333333,0.0,0.0180669614655717,0.0,0.0,0.025735294117647058,0.017391304347826087,0.0
OLFML2B,0.0,0.0,0.0013897662665824384,0.0,0.0,0.0,0.004347826086956522,0.0
TRAF6,0.0,0.07692307692307693,0.02021478205938092,0.0,0.0,0.011029411764705883,0.013043478260869565,0.3333333333333333
TBCC,0.0,0.0,0.07277321541377132,0.0,0.0,0.07720588235294118,0.04782608695652174,0.0
B3GALNT2,0.0,0.0,0.017308907138344914,0.0,0.0,0.014705882352941176,0.013043478260869565,0.0
PPA2,0.0,0.38461538461538464,0.2472520530638029,0.0,0.0,0.15808823529411764,0.0782608695652174,0.3333333333333333
NKAP,0.06666666666666667,0.07692307692307693,0.18382817435249527,0.0,0.0,0.125,0.05652173913043478,0.0
TTC39C-AS1,0.06666666666666667,0.0,0.0003790271636133923,0.0,0.0,0.0,0.0,0.0
ZNF92,0.0,0.0,0.01794061907770057,0.0,0.0,0.014705882352941176,0.008695652173913044,0.0
PSMC6,0.0,0.23076923076923078,0.2295641187618446,0.0,1.0,0.14705882352941177,0.09565217391304348,0.0
DTNBP1,0.06666666666666667,0.15384615384615385,0.1556538218572331,0.0,0.0,0.13970588235294118,0.06086956521739131,0.0
FTCDNL1,0.0,0.0,0.08717624763108023,0.0,0.0,0.051470588235294115,0.013043478260869565,0.0
HBS1L,0.13333333333333333,0.15384615384615385,0.05394819962097284,0.0,0.0,0.05514705882352941,0.021739130434782608,0.0
PHF20,0.2,0.23076923076923078,0.14933670246367656,0.0,0.0,0.10294117647058823,0.07391304347826087,0.0
RPL35,1.0,0.9230769230769231,0.9940619077700569,1.0,1.0,0.9816176470588235,1.0,1.0
INTS10,0.13333333333333333,0.07692307692307693,0.08982943777637398,0.0,0.0,0.08823529411764706,0.043478260869565216,0.0
C2CD3,0.0,0.07692307692307693,0.020846493998736577,0.2,0.0,0.03308823529411765,0.013043478260869565,0.0
CTPS1,0.0,0.0,0.01162349968414403,0.0,0.0,0.03308823529411765,0.008695652173913044,0.0
ZNF777,0.0,0.0,0.007833228048010107,0.0,0.0,0.007352941176470588,0.0,0.0
CSRNP2,0.0,0.07692307692307693,0.011876184459886292,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
MBD1,0.0,0.0,0.05180037902716361,0.0,0.0,0.051470588235294115,0.021739130434782608,0.0
PDIK1L,0.0,0.15384615384615385,0.020088439671509792,0.0,0.0,0.022058823529411766,0.013043478260869565,0.0
ZNF30,0.0,0.0,0.0035375868603916612,0.0,0.0,0.0,0.004347826086956522,0.0
PPCDC,0.06666666666666667,0.07692307692307693,0.07100442198357548,0.0,0.0,0.0661764705882353,0.008695652173913044,0.0
DCLRE1B,0.0,0.0,0.033733417561591914,0.0,0.0,0.0625,0.02608695652173913,0.0
AC013264.1,0.0,1.0,0.0013897662665824384,0.0,0.0,0.014705882352941176,0.008695652173913044,0.0
PLXNB1,0.0,0.3076923076923077,0.0008843967150979153,0.0,0.0,0.003676470588235294,0.004347826086956522,0.0
PLEKHA3,0.0,0.07692307692307693,0.11850915982312066,0.0,0.0,0.06985294117647059,0.0391304347826087,0.0
MAP9,0.06666666666666667,0.5384615384615384,0.01162349968414403,0.0,0.0,0.011029411764705883,0.0,0.0
DOLK,0.0,0.0,0.023499684144030322,0.0,0.0,0.014705882352941176,0.013043478260869565,0.0
SDCBP2-AS1,0.0,0.07692307692307693,0.0034112444725205304,0.0,0.0,0.007352941176470588,0.0,0.0
BTBD8,0.0,0.0,0.012128869235628554,0.2,0.0,0.007352941176470588,0.004347826086956522,0.3333333333333333
ST3GAL2,0.06666666666666667,0.07692307692307693,0.10865445356917246,0.0,0.0,0.058823529411764705,0.04782608695652174,0.0
FO393401.1,0.0,0.0,0.04042956411876184,0.0,0.0,0.022058823529411766,0.0,0.0
PDSS1,0.0,0.0,0.02665824384080859,0.0,0.0,0.029411764705882353,0.004347826086956522,0.0
ASNS,0.0,0.0,0.003790271636133923,0.0,0.0,0.022058823529411766,0.004347826086956522,0.0
PROCA1,0.0,0.07692307692307693,0.022615287428932408,0.0,0.0,0.04411764705882353,0.017391304347826087,0.0
USP19,0.0,0.07692307692307693,0.03474415666456096,0.0,0.0,0.011029411764705883,0.017391304347826087,0.0
PVT1,0.0,0.07692307692307693,0.01655085281111813,0.0,0.0,0.03308823529411765,0.008695652173913044,0.0
MIR4458HG,0.0,0.5384615384615384,0.21061276058117498,0.0,0.0,0.09558823529411764,0.05652173913043478,0.0
PKIB,0.13333333333333333,0.15384615384615385,0.007833228048010107,0.0,0.0,0.022058823529411766,0.4652173913043478,0.0
RNASEH2A,0.0,0.0,0.022488945041061276,0.0,0.0,0.09558823529411764,0.004347826086956522,0.0
GORASP2,0.06666666666666667,0.07692307692307693,0.0936197094125079,0.0,0.0,0.058823529411764705,0.02608695652173913,0.0
TRIM16L,0.0,0.07692307692307693,0.005306380290587492,0.2,0.0,0.003676470588235294,0.0,0.0
STARD13,0.0,0.0,0.0034112444725205304,0.0,0.0,0.003676470588235294,0.0,0.0
SPINT2,0.06666666666666667,0.7692307692307693,0.3925457991156033,0.0,0.0,0.21323529411764705,0.3521739130434783,0.3333333333333333
BAZ1A,0.13333333333333333,0.15384615384615385,0.2140240050536955,0.2,0.0,0.16911764705882354,0.11304347826086956,0.3333333333333333
PDCL3,0.06666666666666667,0.15384615384615385,0.13480732785849653,0.0,0.0,0.09191176470588236,0.12608695652173912,0.3333333333333333
TMC6,0.13333333333333333,0.15384615384615385,0.24876816171825647,0.0,1.0,0.13602941176470587,0.13478260869565217,0.0
HNRNPA0,0.26666666666666666,0.46153846153846156,0.33240682248894504,0.2,0.0,0.2867647058823529,0.1782608695652174,0.0
TM2D2,0.0,0.07692307692307693,0.10082122552116235,0.0,0.0,0.051470588235294115,0.05652173913043478,0.0
NSFL1C,0.0,0.46153846153846156,0.15906506632975365,0.0,0.0,0.11764705882352941,0.06086956521739131,0.0
RAPGEF6,0.0,0.07692307692307693,0.025394819962097283,0.0,0.0,0.029411764705882353,0.02608695652173913,0.0
MRPL19,0.0,0.23076923076923078,0.09437776373973468,0.0,0.0,0.0661764705882353,0.05217391304347826,0.0
RABL2A,0.0,0.46153846153846156,0.024257738471257107,0.2,0.0,0.01838235294117647,0.013043478260869565,0.0
DBF4,0.0,0.07692307692307693,0.037523689197725835,0.0,0.0,0.15073529411764705,0.021739130434782608,0.0
DDHD1,0.06666666666666667,0.07692307692307693,0.24573594440934934,0.2,0.0,0.15073529411764705,0.06956521739130435,0.0
LSG1,0.0,0.15384615384615385,0.052305748578648135,0.0,0.0,0.05514705882352941,0.0,0.0
THOC3,0.0,0.07692307692307693,0.05015792798483892,0.0,0.0,0.07720588235294118,0.013043478260869565,0.0
FRMPD2,0.0,0.6153846153846154,0.00012634238787113077,0.0,0.0,0.0,0.0,0.0
DCAF1,0.0,0.07692307692307693,0.026531901452937462,0.0,0.0,0.03676470588235294,0.021739130434782608,0.0
DPP7,0.2,0.46153846153846156,0.46999368288060644,0.0,0.0,0.34191176470588236,0.1782608695652174,0.3333333333333333
PPIA,0.8666666666666667,0.8461538461538461,0.9660138976626659,0.6,0.0,0.7757352941176471,0.8130434782608695,1.0
GLCCI1,0.0,0.15384615384615385,0.0082122552116235,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
SLC38A9,0.06666666666666667,0.0,0.04232469993682881,0.0,0.0,0.03308823529411765,0.02608695652173913,0.0
IL2RG,0.26666666666666666,0.15384615384615385,0.3187618445988629,0.2,0.0,0.34191176470588236,0.18695652173913044,0.3333333333333333
LRRC42,0.0,0.07692307692307693,0.026784586228679724,0.0,0.0,0.029411764705882353,0.013043478260869565,0.0
RAN,0.5333333333333333,0.6153846153846154,0.6188250157927985,0.6,0.0,0.5845588235294118,0.36086956521739133,0.3333333333333333
L3MBTL4,0.0,0.0,0.009728363866077068,0.0,0.0,0.011029411764705883,0.017391304347826087,0.0
SETMAR,0.0,0.0,0.012128869235628554,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
RBL1,0.0,0.0,0.0180669614655717,0.0,0.0,0.04779411764705882,0.017391304347826087,0.0
NSMCE1,0.0,0.46153846153846156,0.2102337334175616,0.0,0.0,0.13970588235294118,0.11304347826086956,0.0
PPP1CB,0.26666666666666666,0.6153846153846154,0.5739734680985471,0.0,0.0,0.4742647058823529,0.47391304347826085,0.6666666666666666
CARS2,0.06666666666666667,0.0,0.11610865445356917,0.0,0.0,0.08823529411764706,0.013043478260869565,0.0
PHETA2,0.0,0.0,0.008464939987365762,0.0,0.0,0.011029411764705883,0.008695652173913044,0.0
INTS2,0.0,0.07692307692307693,0.02830069488313329,0.0,1.0,0.03308823529411765,0.013043478260869565,0.0
CNPPD1,0.26666666666666666,0.15384615384615385,0.12507896399241947,0.0,0.0,0.10661764705882353,0.15217391304347827,0.0
BRPF1,0.0,0.0,0.02021478205938092,0.0,0.0,0.007352941176470588,0.017391304347826087,0.0
UBA2,0.06666666666666667,0.0,0.09071383449147188,0.2,0.0,0.1323529411764706,0.043478260869565216,0.0
FNBP4,0.0,0.15384615384615385,0.07706885660138976,0.0,0.0,0.08823529411764706,0.05652173913043478,0.0
CCDC191,0.0,0.38461538461538464,0.010865445356917245,0.0,0.0,0.011029411764705883,0.004347826086956522,0.0
KIAA1109,0.0,0.0,0.0899557801642451,0.0,0.0,0.08088235294117647,0.02608695652173913,0.0
LUC7L2,0.06666666666666667,0.15384615384615385,0.1100442198357549,0.0,0.0,0.11397058823529412,0.05217391304347826,0.0
TNRC6B,0.3333333333333333,0.6923076923076923,0.2891977258370183,0.0,0.0,0.3382352941176471,0.20434782608695654,0.0
PWP1,0.0,0.15384615384615385,0.1746051800379027,0.2,0.0,0.14705882352941177,0.09565217391304348,0.0
CGAS,0.06666666666666667,0.0,0.07277321541377132,0.0,1.0,0.13602941176470587,0.043478260869565216,0.0
TMA7,0.8,0.9230769230769231,0.923689197725837,0.8,1.0,0.8933823529411765,0.7434782608695653,0.6666666666666666
ZNF708,0.06666666666666667,0.0,0.01958307012002527,0.0,0.0,0.022058823529411766,0.021739130434782608,0.0
SNHG12,0.06666666666666667,0.0,0.0890713834491472,0.0,0.0,0.08455882352941177,0.06521739130434782,0.0
