,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC
CKS1B,0.25,0.34054054054054056,0.08192090395480225,0.125,0.075,0.02,0.25,0.06426332288401254,0.07142857142857142
REEP4,0.0,0.32972972972972975,0.1487758945386064,0.0,0.025,0.02,0.0,0.07210031347962383,0.07142857142857142
PJA2,0.10714285714285714,0.4756756756756757,0.3286252354048964,0.0,0.1125,0.12,0.0,0.10658307210031348,0.07142857142857142
DDB1,0.10714285714285714,0.3891891891891892,0.10263653483992467,0.0,0.0625,0.04,0.25,0.09404388714733543,0.14285714285714285
ADARB1,0.03571428571428571,0.021621621621621623,0.027306967984934087,0.0,0.0,0.04,0.0,0.03134796238244514,0.0
SUPT20H,0.14285714285714285,0.3567567567567568,0.1553672316384181,0.25,0.1125,0.0,0.0,0.16927899686520376,0.14285714285714285
LINC01480,0.5714285714285714,0.005405405405405406,0.0160075329566855,0.0,0.0,0.02,0.25,0.0,0.35714285714285715
CKM,0.0,0.0,0.010357815442561206,0.0,0.0,0.0,0.0,0.0,0.0
TRNT1,0.10714285714285714,0.2594594594594595,0.07815442561205273,0.375,0.1125,0.06,0.0,0.08463949843260188,0.07142857142857142
SURF6,0.03571428571428571,0.15675675675675677,0.046139359698681735,0.0,0.05,0.04,0.0,0.050156739811912224,0.0
XPC,0.10714285714285714,0.22162162162162163,0.05273069679849341,0.125,0.225,0.06,0.0,0.13009404388714735,0.0
ASF1A,0.07142857142857142,0.2918918918918919,0.062146892655367235,0.0,0.125,0.02,0.0,0.21786833855799373,0.2857142857142857
WDR91,0.0,0.07027027027027027,0.0480225988700565,0.125,0.0,0.0,0.0,0.009404388714733543,0.0
GOLPH3,0.4642857142857143,0.6972972972972973,0.24199623352165725,0.5,0.25,0.08,0.0,0.23824451410658307,0.07142857142857142
PCMTD2,0.10714285714285714,0.15135135135135136,0.01977401129943503,0.125,0.0875,0.02,0.0,0.06739811912225706,0.0
BORCS8,0.03571428571428571,0.1891891891891892,0.1007532956685499,0.0,0.0,0.08,0.0,0.034482758620689655,0.14285714285714285
JRK,0.0,0.14594594594594595,0.06497175141242938,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
NDUFB1,0.5,0.8324324324324325,0.5706214689265536,0.125,0.3375,0.3,0.5,0.31974921630094044,0.5
EIF4G1,0.32142857142857145,0.6648648648648648,0.3305084745762712,0.125,0.15,0.16,0.25,0.14890282131661442,0.21428571428571427
FNDC10,0.0,0.010810810810810811,0.015065913370998116,0.0,0.0125,0.0,0.0,0.0,0.0
IFITM2,0.8214285714285714,0.8216216216216217,0.967984934086629,0.75,0.8875,0.96,1.0,0.8808777429467085,0.8571428571428571
S1PR4,0.25,0.04864864864864865,0.07815442561205273,0.0,0.2125,0.02,0.0,0.3448275862068966,0.14285714285714285
SUCLG2,0.14285714285714285,0.33513513513513515,0.07909604519774012,0.0,0.125,0.0,0.0,0.14106583072100312,0.14285714285714285
RBAK,0.0,0.07567567567567568,0.0160075329566855,0.0,0.0375,0.04,0.0,0.0219435736677116,0.0
GMPPA,0.03571428571428571,0.31891891891891894,0.268361581920904,0.125,0.0875,0.06,0.0,0.0877742946708464,0.07142857142857142
DNAJA2,0.32142857142857145,0.5891891891891892,0.22693032015065914,0.0,0.1125,0.08,0.25,0.2445141065830721,0.35714285714285715
AL355816.2,0.0,0.02702702702702703,0.00847457627118644,0.0,0.025,0.0,0.0,0.0109717868338558,0.0
FXR1,0.21428571428571427,0.5513513513513514,0.256120527306968,0.5,0.0625,0.08,0.0,0.14890282131661442,0.2857142857142857
UQCC3,0.14285714285714285,0.4810810810810811,0.11487758945386065,0.0,0.05,0.04,0.0,0.0768025078369906,0.14285714285714285
UNK,0.10714285714285714,0.21621621621621623,0.06120527306967985,0.125,0.0625,0.0,0.0,0.0768025078369906,0.21428571428571427
CSNK1G1,0.17857142857142858,0.22162162162162163,0.06308851224105462,0.0,0.0625,0.08,0.0,0.048589341692789965,0.07142857142857142
C11ORF1,0.03571428571428571,0.34054054054054056,0.02071563088512241,0.0,0.025,0.0,0.0,0.054858934169279,0.07142857142857142
BHLHE41,0.21428571428571427,0.05945945945945946,0.03954802259887006,0.0,0.0,0.0,0.0,0.0,0.0
FOXO1,0.03571428571428571,0.20540540540540542,0.02919020715630885,0.0,0.05,0.02,0.0,0.10815047021943573,0.0
FAM114A1,0.0,0.5459459459459459,0.046139359698681735,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
IL21R,0.03571428571428571,0.0,0.004708097928436911,0.0,0.0125,0.0,0.0,0.03761755485893417,0.21428571428571427
AC009506.1,0.0,0.02702702702702703,0.03483992467043315,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
STX10,0.21428571428571427,0.4702702702702703,0.1694915254237288,0.125,0.125,0.12,0.0,0.164576802507837,0.07142857142857142
IRAK1,0.21428571428571427,0.3621621621621622,0.4209039548022599,0.0,0.075,0.2,0.0,0.0768025078369906,0.07142857142857142
ACO1,0.0,0.05945945945945946,0.007532956685499058,0.125,0.0,0.0,0.0,0.007836990595611285,0.0
ABI2,0.03571428571428571,0.2810810810810811,0.01977401129943503,0.0,0.0625,0.02,0.0,0.02821316614420063,0.07142857142857142
DCUN1D2,0.03571428571428571,0.043243243243243246,0.0160075329566855,0.0,0.0,0.0,0.0,0.009404388714733543,0.14285714285714285
EML2,0.07142857142857142,0.3891891891891892,0.06591337099811675,0.0,0.0625,0.04,0.0,0.10344827586206896,0.21428571428571427
CENPO,0.0,0.02702702702702703,0.0009416195856873823,0.0,0.0,0.0,0.0,0.012539184952978056,0.07142857142857142
CLK3,0.14285714285714285,0.33513513513513515,0.21468926553672316,0.375,0.1875,0.08,0.0,0.14106583072100312,0.42857142857142855
CSNK1A1,0.14285714285714285,0.8756756756756757,0.4811676082862524,0.375,0.2375,0.28,0.0,0.29780564263322884,0.35714285714285715
SACS,0.0,0.005405405405405406,0.01224105461393597,0.0,0.05,0.0,0.0,0.045454545454545456,0.0
MPP5,0.07142857142857142,0.3567567567567568,0.064030131826742,0.125,0.0125,0.0,0.0,0.0109717868338558,0.07142857142857142
TTBK2,0.07142857142857142,0.14054054054054055,0.022598870056497175,0.125,0.0625,0.0,0.0,0.050156739811912224,0.21428571428571427
ZNF341,0.0,0.0918918918918919,0.023540489642184557,0.0,0.0,0.0,0.0,0.007836990595611285,0.0
ALDH1B1,0.0,0.0918918918918919,0.015065913370998116,0.0,0.0125,0.0,0.0,0.004702194357366771,0.0
MRPS28,0.03571428571428571,0.32432432432432434,0.11299435028248588,0.25,0.05,0.1,0.25,0.05956112852664577,0.2857142857142857
AC008040.5,0.0,0.02702702702702703,0.0018832391713747645,0.0,0.0125,0.0,0.0,0.017241379310344827,0.07142857142857142
CAVIN3,0.0,0.20540540540540542,0.06779661016949153,0.0,0.0,0.02,0.0,0.001567398119122257,0.0
GPN1,0.10714285714285714,0.21621621621621623,0.0687382297551789,0.125,0.075,0.0,0.0,0.08463949843260188,0.0
ADIPOR1,0.32142857142857145,0.7945945945945946,0.3578154425612053,0.5,0.2375,0.1,0.0,0.19435736677115986,0.35714285714285715
BSCL2,0.07142857142857142,0.2864864864864865,0.04990583804143126,0.0,0.075,0.02,0.0,0.05799373040752351,0.07142857142857142
RSF1,0.17857142857142858,0.5621621621621622,0.1807909604519774,0.25,0.225,0.08,0.0,0.24294670846394983,0.2857142857142857
RASGRP1,0.03571428571428571,0.016216216216216217,0.003766478342749529,0.0,0.1375,0.02,0.0,0.2617554858934169,0.0
LRRK2,0.07142857142857142,0.02702702702702703,0.01694915254237288,0.0,0.0,0.06,0.0,0.0,0.0
HLA-DMB,0.39285714285714285,0.05945945945945946,0.268361581920904,0.0,0.0375,0.08,0.0,0.0219435736677116,0.5
DDX55,0.03571428571428571,0.13513513513513514,0.051789077212806026,0.125,0.05,0.0,0.0,0.06426332288401254,0.14285714285714285
FRS2,0.03571428571428571,0.20540540540540542,0.054613935969868174,0.25,0.025,0.02,0.25,0.023510971786833857,0.0
UBL7,0.25,0.35135135135135137,0.15819209039548024,0.125,0.15,0.0,0.0,0.1536050156739812,0.21428571428571427
COL4A3BP,0.21428571428571427,0.4594594594594595,0.2335216572504708,0.125,0.175,0.18,0.0,0.10344827586206896,0.42857142857142855
RPL23A,0.9642857142857143,0.9513513513513514,0.8314500941619586,0.875,0.975,0.4,1.0,0.9827586206896551,1.0
EBI3,0.32142857142857145,0.0,0.0160075329566855,0.0,0.0,0.0,0.0,0.001567398119122257,0.6428571428571429
CITED4,0.0,0.31891891891891894,0.02071563088512241,0.0,0.0,0.02,0.0,0.03134796238244514,0.07142857142857142
OGA,0.39285714285714285,0.6216216216216216,0.3050847457627119,0.125,0.225,0.18,0.0,0.2727272727272727,0.35714285714285715
PIM2,0.4642857142857143,0.08108108108108109,0.02919020715630885,0.0,0.2125,0.02,0.25,0.49686520376175547,0.35714285714285715
STS,0.0,0.4,0.006591337099811676,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
WDR43,0.21428571428571427,0.15675675675675677,0.07156308851224105,0.25,0.05,0.0,0.25,0.06896551724137931,0.14285714285714285
ANKRD50,0.0,0.11891891891891893,0.0160075329566855,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
COX15,0.07142857142857142,0.21081081081081082,0.05743879472693032,0.0,0.0375,0.02,0.0,0.032915360501567396,0.0
MGST3,0.10714285714285714,0.7243243243243244,0.6779661016949152,0.375,0.1375,0.18,0.0,0.26959247648902823,0.42857142857142855
CDK4,0.07142857142857142,0.24864864864864866,0.17419962335216574,0.375,0.0125,0.06,0.0,0.08934169278996865,0.14285714285714285
GCSH,0.0,0.22162162162162163,0.03954802259887006,0.0,0.025,0.0,0.0,0.01567398119122257,0.0
RITA1,0.03571428571428571,0.17297297297297298,0.022598870056497175,0.0,0.0,0.0,0.0,0.023510971786833857,0.0
PHLDA3,0.0,0.5513513513513514,0.011299435028248588,0.0,0.0,0.0,0.0,0.001567398119122257,0.07142857142857142
CBWD3,0.10714285714285714,0.04864864864864865,0.0160075329566855,0.0,0.0,0.0,0.0,0.018808777429467086,0.0
TMEM33,0.10714285714285714,0.43243243243243246,0.2033898305084746,0.0,0.025,0.06,0.5,0.09404388714733543,0.0
BATF,0.25,0.3027027027027027,0.11770244821092278,0.875,0.0875,0.06,0.0,0.2413793103448276,0.07142857142857142
LINC01943,0.0,0.032432432432432434,0.14595103578154425,0.0,0.1625,0.1,0.25,0.3495297805642633,0.21428571428571427
CD151,0.21428571428571427,0.8108108108108109,0.3032015065913371,0.0,0.1375,0.08,0.0,0.14420062695924765,0.14285714285714285
PGM1,0.17857142857142858,0.16756756756756758,0.026365348399246705,0.0,0.0625,0.02,0.0,0.09717868338557993,0.14285714285714285
ARFRP1,0.14285714285714285,0.2810810810810811,0.15819209039548024,0.125,0.0625,0.1,0.0,0.07993730407523511,0.21428571428571427
SPATA2L,0.07142857142857142,0.14594594594594595,0.06779661016949153,0.0,0.0,0.04,0.0,0.025078369905956112,0.0
HOOK2,0.03571428571428571,0.5567567567567567,0.03389830508474576,0.0,0.025,0.0,0.0,0.08150470219435736,0.07142857142857142
MYORG,0.0,0.15135135135135136,0.0018832391713747645,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
ETV5,0.03571428571428571,0.021621621621621623,0.03954802259887006,0.0,0.0,0.02,0.0,0.0,0.0
PLEKHM3,0.03571428571428571,0.03783783783783784,0.009416195856873822,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
MFAP1,0.07142857142857142,0.33513513513513515,0.11393596986817325,0.125,0.05,0.02,0.0,0.050156739811912224,0.14285714285714285
ARL5B,0.10714285714285714,0.40540540540540543,0.12617702448210924,0.125,0.025,0.08,0.0,0.034482758620689655,0.07142857142857142
TIMD4,0.0,0.0,0.01694915254237288,0.0,0.0125,0.0,0.0,0.07210031347962383,0.0
PLEKHB2,0.14285714285714285,0.6108108108108108,0.4472693032015066,0.375,0.1125,0.32,0.0,0.164576802507837,0.2857142857142857
SEC11A,0.42857142857142855,0.7135135135135136,0.576271186440678,0.375,0.3875,0.28,0.0,0.36363636363636365,0.5714285714285714
ZNF788P,0.0,0.021621621621621623,0.015065913370998116,0.0,0.0,0.0,0.0,0.003134796238244514,0.07142857142857142
FBXO28,0.17857142857142858,0.2972972972972973,0.0743879472693032,0.0,0.025,0.06,0.0,0.06269592476489028,0.0
ABCD4,0.03571428571428571,0.24864864864864866,0.07156308851224105,0.0,0.1,0.06,0.0,0.06583072100313479,0.07142857142857142
IMP3,0.32142857142857145,0.572972972972973,0.21563088512241055,0.25,0.2625,0.0,0.0,0.30094043887147337,0.21428571428571427
MCOLN2,0.25,0.0,0.013182674199623353,0.0,0.05,0.0,0.0,0.11598746081504702,0.35714285714285715
CXCL10,0.07142857142857142,0.0918918918918919,0.556497175141243,0.125,0.0,0.18,0.0,0.03761755485893417,0.42857142857142855
ZNF211,0.10714285714285714,0.12432432432432433,0.03389830508474576,0.25,0.025,0.0,0.0,0.06739811912225706,0.0
DUSP22,0.03571428571428571,0.34054054054054056,0.08662900188323917,0.125,0.025,0.02,0.0,0.07993730407523511,0.2857142857142857
FCN1,0.0,0.016216216216216217,0.6459510357815442,0.125,0.0125,0.34,0.0,0.007836990595611285,0.0
GBA,0.10714285714285714,0.22162162162162163,0.2598870056497175,0.0,0.0625,0.08,0.0,0.05172413793103448,0.21428571428571427
VCP,0.4642857142857143,0.7783783783783784,0.3832391713747646,0.25,0.2625,0.18,0.0,0.2617554858934169,0.35714285714285715
KMT5C,0.03571428571428571,0.22702702702702704,0.05367231638418079,0.0,0.0,0.04,0.0,0.025078369905956112,0.07142857142857142
SRP14-AS1,0.03571428571428571,0.08648648648648649,0.01694915254237288,0.125,0.0375,0.0,0.0,0.0438871473354232,0.0
UBE2A,0.39285714285714285,0.7027027027027027,0.4783427495291902,0.25,0.225,0.16,0.0,0.22884012539184953,0.42857142857142855
ACADVL,0.32142857142857145,0.8864864864864865,0.5141242937853108,0.375,0.25,0.16,0.0,0.23510971786833856,0.2857142857142857
GOSR1,0.10714285714285714,0.3675675675675676,0.1374764595103578,0.125,0.1375,0.02,0.0,0.09247648902821316,0.21428571428571427
MEF2C,0.6071428571428571,0.0,0.0583804143126177,0.0,0.025,0.04,0.0,0.0,0.2857142857142857
EIF2AK3,0.07142857142857142,0.31891891891891894,0.09227871939736347,0.125,0.0375,0.06,0.0,0.0877742946708464,0.0
FKRP,0.0,0.0972972972972973,0.018832391713747645,0.0,0.0125,0.0,0.0,0.014106583072100314,0.07142857142857142
HCG18,0.10714285714285714,0.1783783783783784,0.03483992467043315,0.0,0.0625,0.02,0.0,0.09247648902821316,0.07142857142857142
ACTR3,0.39285714285714285,0.7297297297297297,0.6807909604519774,0.5,0.3125,0.3,0.25,0.438871473354232,0.5714285714285714
QTRT2,0.14285714285714285,0.15675675675675677,0.0696798493408663,0.125,0.0375,0.04,0.0,0.0219435736677116,0.07142857142857142
RBM12B,0.0,0.10810810810810811,0.022598870056497175,0.0,0.0125,0.0,0.0,0.03134796238244514,0.07142857142857142
INTU,0.0,0.21621621621621623,0.005649717514124294,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
GTF2H3,0.03571428571428571,0.15135135135135136,0.054613935969868174,0.125,0.025,0.0,0.0,0.04075235109717868,0.14285714285714285
SPOPL,0.03571428571428571,0.1837837837837838,0.05649717514124294,0.125,0.025,0.02,0.0,0.018808777429467086,0.0
TRADD,0.35714285714285715,0.6162162162162163,0.2335216572504708,0.0,0.3875,0.08,0.25,0.6379310344827587,0.6428571428571429
CD63,0.39285714285714285,0.9459459459459459,0.963276836158192,0.75,0.325,0.78,0.25,0.21630094043887146,0.5714285714285714
ABHD14A,0.0,0.032432432432432434,0.011299435028248588,0.0,0.05,0.0,0.0,0.007836990595611285,0.0
KARS,0.25,0.4756756756756757,0.2523540489642185,0.125,0.0625,0.1,0.25,0.16614420062695925,0.0
PINLYP,0.0,0.16756756756756758,0.009416195856873822,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
ZGRF1,0.0,0.021621621621621623,0.005649717514124294,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
ZBED5-AS1,0.03571428571428571,0.14054054054054055,0.018832391713747645,0.0,0.0,0.0,0.0,0.018808777429467086,0.0
CCR10,0.03571428571428571,0.0,0.010357815442561206,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
RPIA,0.32142857142857145,0.3081081081081081,0.0856873822975518,0.25,0.0125,0.02,0.25,0.12539184952978055,0.07142857142857142
ZNF473,0.03571428571428571,0.0972972972972973,0.014124293785310734,0.125,0.05,0.0,0.0,0.017241379310344827,0.0
BIN1,0.03571428571428571,0.15675675675675677,0.17325800376647835,0.0,0.2125,0.0,0.0,0.30094043887147337,0.0
POLD1,0.07142857142857142,0.05945945945945946,0.030131826741996232,0.0,0.0,0.02,0.0,0.045454545454545456,0.14285714285714285
PIK3R4,0.03571428571428571,0.13513513513513514,0.03295668549905838,0.125,0.0375,0.0,0.0,0.03761755485893417,0.0
HIST1H2AE,0.03571428571428571,0.1891891891891892,0.03389830508474576,0.0,0.0,0.0,0.0,0.006269592476489028,0.14285714285714285
PHKB,0.14285714285714285,0.2972972972972973,0.17702448210922786,0.125,0.05,0.06,0.0,0.05799373040752351,0.21428571428571427
PARP2,0.03571428571428571,0.10270270270270271,0.035781544256120526,0.25,0.0375,0.0,0.0,0.0219435736677116,0.07142857142857142
RNF166,0.17857142857142858,0.05405405405405406,0.1271186440677966,0.0,0.375,0.08,0.25,0.30877742946708464,0.21428571428571427
KIAA1257,0.0,0.05405405405405406,0.002824858757062147,0.0,0.0,0.0,0.0,0.0,0.0
MICU1,0.03571428571428571,0.41621621621621624,0.2344632768361582,0.25,0.0375,0.08,0.0,0.047021943573667714,0.14285714285714285
TMPO,0.25,0.2810810810810811,0.047080979284369114,0.375,0.1875,0.02,0.0,0.17711598746081506,0.14285714285714285
LIMK1,0.14285714285714285,0.11351351351351352,0.09981167608286252,0.0,0.1,0.04,0.0,0.02821316614420063,0.07142857142857142
CDCP1,0.0,0.5513513513513514,0.0687382297551789,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
GATA3,0.0,0.005405405405405406,0.010357815442561206,0.0,0.225,0.02,0.25,0.3463949843260188,0.0
CENPK,0.0,0.05945945945945946,0.004708097928436911,0.0,0.0875,0.02,0.25,0.11442006269592477,0.0
AL031777.3,0.03571428571428571,0.20540540540540542,0.02071563088512241,0.0,0.0,0.06,0.0,0.012539184952978056,0.07142857142857142
LSM6,0.35714285714285715,0.41621621621621624,0.3032015065913371,0.125,0.1625,0.16,0.25,0.219435736677116,0.42857142857142855
HVCN1,0.6071428571428571,0.032432432432432434,0.08286252354048965,0.0,0.0625,0.04,0.0,0.047021943573667714,0.07142857142857142
AC098613.1,0.07142857142857142,0.016216216216216217,0.1167608286252354,0.0,0.0125,0.08,0.0,0.007836990595611285,0.21428571428571427
DRC3,0.0,0.1783783783783784,0.0009416195856873823,0.0,0.0,0.0,0.0,0.0,0.0
AATF,0.10714285714285714,0.2756756756756757,0.20903954802259886,0.25,0.1375,0.08,0.25,0.1238244514106583,0.21428571428571427
UBQLN4,0.07142857142857142,0.2,0.03672316384180791,0.0,0.0875,0.0,0.0,0.0438871473354232,0.14285714285714285
ANAPC11,0.32142857142857145,0.8054054054054054,0.6308851224105462,0.25,0.25,0.24,0.25,0.25705329153605017,0.6428571428571429
PDLIM5,0.07142857142857142,0.7783783783783784,0.256120527306968,0.375,0.075,0.06,0.0,0.07523510971786834,0.35714285714285715
HAUS7,0.0,0.021621621621621623,0.01224105461393597,0.0,0.0125,0.0,0.0,0.006269592476489028,0.0
TMEM238,0.0,0.06486486486486487,0.002824858757062147,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
ATG10,0.0,0.10810810810810811,0.030131826741996232,0.0,0.025,0.0,0.0,0.02664576802507837,0.07142857142857142
FAM234A,0.03571428571428571,0.22702702702702704,0.03295668549905838,0.0,0.0,0.02,0.0,0.009404388714733543,0.07142857142857142
HEMK1,0.0,0.16756756756756758,0.027306967984934087,0.0,0.0625,0.02,0.0,0.08150470219435736,0.07142857142857142
TBC1D7,0.03571428571428571,0.3027027027027027,0.10828625235404897,0.125,0.0375,0.12,0.0,0.03918495297805643,0.07142857142857142
GYG1,0.14285714285714285,0.3837837837837838,0.2853107344632768,0.125,0.275,0.2,0.75,0.2946708463949843,0.14285714285714285
GARS,0.17857142857142858,0.5675675675675675,0.3587570621468927,0.0,0.075,0.14,0.0,0.16614420062695925,0.35714285714285715
PSMD12,0.07142857142857142,0.4810810810810811,0.1873822975517891,0.0,0.1,0.1,0.0,0.09247648902821316,0.07142857142857142
GPATCH2L,0.03571428571428571,0.24864864864864866,0.1337099811676083,0.25,0.05,0.06,0.0,0.06739811912225706,0.14285714285714285
QSOX1,0.14285714285714285,0.7081081081081081,0.3116760828625235,0.125,0.075,0.1,0.0,0.050156739811912224,0.2857142857142857
TRERF1,0.07142857142857142,0.14054054054054055,0.009416195856873822,0.0,0.1125,0.0,0.0,0.07366771159874608,0.14285714285714285
DDX43,0.0,0.016216216216216217,0.013182674199623353,0.0,0.0,0.0,0.0,0.012539184952978056,0.0
SNAP47,0.10714285714285714,0.16216216216216217,0.02919020715630885,0.0,0.05,0.0,0.0,0.19905956112852666,0.0
ZNF696,0.03571428571428571,0.005405405405405406,0.0018832391713747645,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
MAP3K8,0.39285714285714285,0.6324324324324324,0.6657250470809792,0.375,0.2375,0.42,0.0,0.11912225705329153,0.42857142857142855
RPL22,0.9642857142857143,0.9351351351351351,0.8455743879472694,0.75,0.975,0.48,1.0,0.9388714733542319,0.9285714285714286
TBL2,0.0,0.23243243243243245,0.1817325800376648,0.25,0.0125,0.04,0.0,0.054858934169279,0.07142857142857142
ERGIC3,0.42857142857142855,0.7567567567567568,0.3625235404896422,0.0,0.1875,0.08,0.0,0.2664576802507837,0.42857142857142855
ZNF43,0.14285714285714285,0.12972972972972974,0.026365348399246705,0.125,0.05,0.0,0.0,0.025078369905956112,0.0
LPAR5,0.03571428571428571,0.07027027027027027,0.0009416195856873823,0.0,0.025,0.0,0.0,0.02821316614420063,0.0
RPRD2,0.14285714285714285,0.2918918918918919,0.047080979284369114,0.25,0.1125,0.06,0.0,0.10344827586206896,0.2857142857142857
CHMP6,0.07142857142857142,0.16216216216216217,0.11581920903954802,0.0,0.025,0.02,0.0,0.05642633228840126,0.14285714285714285
ZNF322,0.07142857142857142,0.2864864864864865,0.05084745762711865,0.125,0.0125,0.0,0.0,0.04231974921630094,0.07142857142857142
TOM1L1,0.0,0.34594594594594597,0.0009416195856873823,0.0,0.0,0.0,0.0,0.0,0.0
PVR,0.0,0.17297297297297298,0.05084745762711865,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
